PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
Q3UIR3	83362.15	106445.93	131045.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9JK30	78240.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45289.72	39880.43	0.00	34267.70	67158.94	26217.29
Q640M1	76387.68	135662.62	0.00	160505.97	90992.84	0.00	122293.73	0.00	63194.52	0.00	0.00	0.00	0.00	104466.15	0.00	0.00	0.00	0.00	0.00	0.00
A2AR02	56437.23	0.00	0.00	0.00	61002.28	0.00	0.00	22261.55	0.00	0.00	24542.63	31326.84	31534.75	0.00	0.00	0.00	0.00	26042.12	27656.63	20881.40
contam_sp|P07339|CATD_HUMAN	45719.73	0.00	1005852.60	0.00	690533.75	507447.56	174381.47	409274.90	171930.14	60641.26	117777.92	80344.02	28093.06	136970.12	582585.10	269032.00	673385.06	24793.20	1260179.60	26203.67
contam_sp|O77727|K1C15_SHEEP	0.00	0.00	0.00	0.00	0.00	0.00	330664.94	12658706.00	190403.72	90583.95	175900.19	166317.40	0.00	35131.61	0.00	0.00	0.00	0.00	0.00	85528.89
contam_sp|P00760|TRY1_BOVIN	0.00	0.00	0.00	0.00	0.00	322862.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	109528.81	82325.31	124006.76	0.00
contam_sp|P01012|OVAL_CHICK	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6196.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
contam_sp|P10599|THIO_HUMAN	0.00	0.00	0.00	0.00	0.00	0.00	143556.72	8476113.00	251382.39	142832.64	0.00	195049.78	196125.36	121389.32	81574.95	65620.07	0.00	45871.32	0.00	0.00
contam_sp|P32503|GAG_SCVLA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
contam_sp|P35908|K22E_HUMAN	0.00	0.00	0.00	0.00	0.00	0.00	4604028.00	892439550.00	4971764.00	424576.06	319507.22	1032238.94	296947.53	311029.88	638372.00	0.00	370188.94	343768.00	1095587.80	1516684.00
contam_sp|P61626|LYSC_HUMAN	0.00	0.00	492084.20	0.00	0.00	0.00	35999.36	184398.78	0.00	0.00	0.00	0.00	0.00	29788.71	0.00	62500.09	0.00	0.00	0.00	0.00
B9EJR8	0.00	0.00	0.00	169454.48	133009.20	79662.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35856.57	24944.46	26367.78	0.00	28236.87	24701.36
C8YR32	0.00	0.00	2160251.50	0.00	0.00	0.00	622031.60	710177.00	638234.75	473552.12	628173.90	756743.70	623544.10	326181.16	0.00	1240089.00	1196871.80	772000.75	0.00	1151975.60
D0QMC3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
E9PYK3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18912.28	0.00
O35130	0.00	737878.25	0.00	961261.10	0.00	480716.30	115721.84	0.00	0.00	0.00	0.00	48543.11	32648.87	0.00	0.00	0.00	0.00	0.00	174666.66	0.00
O35207	0.00	0.00	0.00	866907.30	590671.50	505289.38	0.00	45877.29	45505.06	36512.41	0.00	100193.76	0.00	48431.61	249294.73	0.00	0.00	110322.24	203735.45	117502.34
O35621	0.00	0.00	0.00	0.00	0.00	0.00	88599.88	0.00	0.00	0.00	520425.34	0.00	0.00	0.00	0.00	0.00	0.00	508584.12	0.00	0.00
O35943	0.00	1480869.40	1025888.44	2253110.50	1042349.30	1445027.50	191104.39	171302.75	123968.24	123716.65	215521.00	174332.02	172623.25	98041.04	0.00	483194.90	579381.80	262514.66	0.00	372169.25
O54786	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26613.65	0.00	22874.09	29222.74	30930.91	0.00	0.00	0.00	0.00	0.00	52394.61	0.00	0.00
O70554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	361417.97	0.00	0.00	0.00	233354.00	0.00
O70582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O88851	0.00	5727083.00	2920674.00	3055942.80	2956038.20	3581266.80	0.00	316817.47	255769.05	321888.62	337871.47	86740.20	235314.97	0.00	910701.94	0.00	1311332.90	785467.50	811299.70	741246.56
P02340	0.00	0.00	0.00	0.00	0.00	0.00	55097.23	0.00	0.00	0.00	0.00	0.00	13351.67	0.00	0.00	57680.87	0.00	152413.42	0.00	0.00
P04104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P11928	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P14602	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	62058.23	0.00	0.00
P15105	0.00	0.00	0.00	199583.86	518678.10	225153.50	14758.60	27096.01	0.00	0.00	43689.20	30344.05	21403.78	0.00	72282.75	0.00	78391.57	0.00	0.00	83601.56
P16056	0.00	64630.19	0.00	0.00	0.00	0.00	0.00	0.00	27572.73	11994.87	0.00	0.00	0.00	8750.66	0.00	0.00	0.00	0.00	0.00	0.00
P19001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44671.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P28063	0.00	0.00	0.00	626085.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P28076	0.00	63584.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P28481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35351.94	0.00	0.00
P35456	0.00	782398.75	0.00	0.00	0.00	811683.75	0.00	0.00	0.00	0.00	60935.56	76022.38	119785.31	0.00	223084.25	168542.58	307257.90	66587.30	134832.36	0.00
P43275	0.00	0.00	0.00	0.00	229625.31	386569.84	0.00	22162.32	0.00	0.00	0.00	0.00	0.00	0.00	239656.38	0.00	0.00	0.00	0.00	0.00
P50446	0.00	0.00	184796.38	412034.25	504936.20	187086.69	26688.55	4880388.00	32925.91	14220.27	126246.88	324890.03	63456.29	19358.49	0.00	27987.59	0.00	85861.13	0.00	0.00
P51432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22018.24	21071.08	0.00	0.00	0.00	30000.81	0.00	30250.41	41890.83	23131.34
P51480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P56387	0.00	818172.20	0.00	0.00	0.00	906950.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P59328	0.00	484742.16	0.00	697791.40	400618.12	0.00	0.00	59441.52	0.00	0.00	0.00	31067.83	39072.91	0.00	306605.80	0.00	418473.22	51761.47	0.00	0.00
P63013	0.00	0.00	189614.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	101236.34	0.00	0.00	217403.28	0.00
P63260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	138298.03	0.00	258982.61	287055.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P70288	0.00	0.00	557709.20	1152866.60	907865.25	628965.10	0.00	0.00	53305.83	70022.08	0.00	0.00	59508.07	51639.17	204426.42	208387.06	0.00	113424.12	0.00	124795.11
P70451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1970657.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P97471	0.00	0.00	0.00	0.00	0.00	0.00	139663.98	134085.38	149323.38	111248.65	155033.94	164110.61	0.00	110851.90	176728.75	159051.25	222568.69	168437.47	180439.69	162590.60
P97863	0.00	0.00	0.00	228789.28	0.00	317351.50	29674.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	85627.70	0.00	0.00	0.00	0.00	16827.26
Q04857	0.00	2903587.20	0.00	0.00	3640146.00	2345302.20	0.00	0.00	331050.30	218688.20	1065188.60	452923.97	1119701.00	0.00	949056.50	686504.44	1140640.40	1147279.90	964419.70	1142746.00
Q07139	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q0VBK2	0.00	0.00	223641.78	0.00	0.00	0.00	0.00	734794.00	0.00	62642.01	0.00	82700.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q2VIS4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	516333.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q3TBT3	0.00	2632181.20	1020559.70	0.00	1718808.00	1111429.60	455843.06	237240.23	320968.60	0.00	0.00	0.00	236368.60	70975.65	409134.00	299890.75	745268.90	191068.92	0.00	0.00
Q3TDD9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q3TMW1	0.00	0.00	0.00	231349.67	0.00	335634.38	0.00	33399.36	22168.72	0.00	0.00	0.00	0.00	0.00	0.00	56146.88	0.00	0.00	0.00	0.00
Q3TMX7	0.00	0.00	254239.17	327386.62	0.00	235443.50	16745.78	0.00	32992.99	0.00	0.00	30278.58	28809.80	43486.36	123171.59	0.00	0.00	0.00	0.00	0.00
Q3TXT3	0.00	0.00	0.00	0.00	0.00	0.00	47036.34	63628.54	42533.53	57340.41	80494.34	67029.67	57449.95	48072.06	274354.62	156253.75	0.00	100670.78	264299.20	174816.16
Q3U0V2	0.00	3510507.80	2200023.80	0.00	3271835.00	2715095.00	0.00	0.00	0.00	0.00	404778.78	0.00	297244.03	0.00	0.00	782940.80	899717.25	0.00	852878.80	637558.90
Q3U1F9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45780.20	40139.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71613.70	0.00
Q3U319	0.00	0.00	458060.16	873877.44	0.00	0.00	114290.23	64555.08	0.00	0.00	0.00	71146.45	109076.21	0.00	213011.50	311987.50	0.00	158682.84	304930.94	0.00
Q3UMR0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22389.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q3USH5	0.00	299449.94	0.00	432433.70	0.00	0.00	29641.01	31584.93	0.00	21751.27	90143.48	45427.22	26245.75	0.00	150225.16	71749.23	60123.01	140964.42	250262.12	0.00
Q3UV17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	755583.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q52KI8	0.00	0.00	0.00	0.00	0.00	0.00	1036463.44	1242985.80	1042253.50	805844.30	1071620.80	1485700.60	1016490.80	850651.75	0.00	0.00	0.00	0.00	0.00	0.00
Q5SUQ9	0.00	0.00	0.00	240789.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40732.90	92681.78	0.00	44708.17	113335.92	0.00
Q5U431	0.00	0.00	0.00	0.00	5550957.00	0.00	0.00	256149.84	0.00	217752.78	0.00	269761.62	376625.22	0.00	0.00	0.00	2699304.50	1056979.10	1196343.00	0.00
Q60770	0.00	968664.80	511382.90	981116.00	1012052.50	1010506.40	137585.88	0.00	87479.15	94332.41	151998.83	116456.50	0.00	0.00	224302.66	122483.43	359823.40	170317.48	284785.25	254014.31
Q60876	0.00	5106802.00	2491187.50	5558418.50	4998570.50	5186558.00	0.00	305325.88	0.00	165949.80	616999.50	0.00	465354.22	0.00	1215856.10	1125147.20	0.00	1036022.70	1650077.00	1509507.20
Q61107	0.00	0.00	0.00	0.00	0.00	520987.22	0.00	0.00	34820.73	32023.48	0.00	0.00	0.00	0.00	99672.88	179583.62	0.00	0.00	167295.34	0.00
Q61176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	895355.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q61189	0.00	3298861.20	2653145.20	3171408.80	3451274.80	2835087.00	238268.17	281875.30	231609.80	213737.80	542650.94	290314.44	435817.38	154946.00	884224.80	720555.20	1157241.10	602129.94	950334.44	633195.80
Q61239	0.00	0.00	0.00	0.00	0.00	1037629.70	0.00	0.00	60586.37	0.00	150554.69	0.00	0.00	28365.17	0.00	0.00	0.00	0.00	0.00	0.00
Q61466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	586566.00	621751.75	0.00	780395.80	0.00	715745.50	0.00	279058.60	0.00	0.00	0.00	0.00
Q61495	0.00	0.00	0.00	0.00	0.00	0.00	113280.57	6390702.00	143897.90	58246.14	41999.23	92299.35	0.00	47399.52	0.00	0.00	0.00	0.00	0.00	0.00
Q61554	0.00	0.00	268837.44	0.00	0.00	0.00	0.00	0.00	37177.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q61559	0.00	0.00	0.00	0.00	0.00	0.00	63001.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q61781	0.00	0.00	0.00	0.00	0.00	0.00	176885.81	2316563.20	165872.86	170606.78	284119.84	174763.28	119876.43	0.00	0.00	0.00	596183.75	352542.90	733563.75	598226.40
Q64310	0.00	299804.94	191415.60	314211.16	574089.60	241484.88	72899.35	69377.56	60227.49	38813.66	70186.83	69384.16	71203.56	47351.29	101059.90	98520.45	161496.11	140420.30	101147.43	78095.91
Q64324	0.00	243570.28	164301.50	111847.47	102300.85	61382.64	19386.75	25276.95	53175.01	32268.10	46047.01	60514.72	33379.82	12164.46	0.00	0.00	0.00	0.00	43694.03	52842.16
Q64339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q64345	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q64364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q65Z40	0.00	0.00	293193.20	454519.10	401561.16	261220.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	213850.83	0.00	0.00	0.00	0.00	0.00
Q6IFZ6	0.00	0.00	0.00	0.00	0.00	0.00	14407.23	321416.00	0.00	0.00	0.00	0.00	0.00	10320.48	0.00	0.00	0.00	0.00	61876.64	0.00
Q6IME9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1267069.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q6NS82	0.00	409261.38	985903.70	421289.38	427669.03	205220.83	0.00	0.00	0.00	0.00	30802.27	0.00	0.00	0.00	394151.53	149211.38	324545.94	223678.02	120720.75	266804.97
Q6NV83	0.00	1071381.80	1193890.80	1072007.40	1700521.80	0.00	158638.77	237816.10	76691.59	92350.20	183969.53	151192.02	135894.56	141103.34	365406.28	484583.44	256670.28	259722.81	416209.88	194140.28
Q6P9P6	0.00	1948629.40	1447265.00	2873217.50	3387063.50	82992.68	0.00	260725.38	0.00	0.00	0.00	31537.98	112695.63	0.00	0.00	306538.88	0.00	145207.72	0.00	24424.20
Q78HU7	0.00	658614.60	0.00	837838.20	969812.00	514579.10	118091.18	69363.12	82628.05	124891.98	0.00	0.00	88654.09	48821.63	210717.11	163603.34	275162.40	238969.40	197541.27	123658.38
Q80U35	0.00	46823.66	39537.25	63468.94	67075.68	97500.81	0.00	29515.82	42159.87	34222.48	57948.55	61664.89	0.00	0.00	0.00	56993.25	0.00	0.00	0.00	99066.29
Q810A3	0.00	0.00	10807450.00	0.00	0.00	12891669.00	0.00	0.00	1538488.40	0.00	3592634.80	3247261.20	0.00	0.00	2751206.80	0.00	0.00	3238397.20	5206127.00	0.00
Q8BGE6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8BH48	0.00	54120684.00	0.00	87429208.00	71411040.00	0.00	2103719.50	0.00	0.00	4259611.00	6891585.50	10242904.00	6084210.50	1825453.90	0.00	0.00	17487652.00	27268458.00	25994686.00	9996446.00
Q8BHY2	0.00	0.00	0.00	0.00	828652.70	0.00	128922.73	125043.78	0.00	56697.08	0.00	108573.16	0.00	88781.84	0.00	280331.97	0.00	311775.66	299808.70	0.00
Q8BK58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15674.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8BMZ5	0.00	0.00	0.00	0.00	317779.40	0.00	0.00	56553.52	0.00	30114.93	49624.86	47833.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8BRT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9826.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29237.15	0.00	0.00	0.00	0.00
Q8BV66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8BYH7	0.00	169361.64	124025.76	186388.48	180123.19	126432.91	57693.51	0.00	0.00	0.00	94885.59	0.00	0.00	0.00	37896.05	46566.66	0.00	134809.28	0.00	161719.28
Q8C1Z8	0.00	0.00	552933.56	1200476.40	0.00	0.00	40172.66	86036.24	0.00	73098.70	124569.76	134539.44	91405.80	20990.17	183268.62	129557.73	0.00	0.00	182887.83	94662.21
Q8CFE2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55653.60	0.00	0.00	0.00	0.00
Q8CGC4	0.00	548716.40	0.00	902502.56	625531.06	596381.44	0.00	0.00	0.00	0.00	0.00	90581.58	114692.13	0.00	284038.22	190483.25	0.00	203600.90	0.00	0.00
Q8CI59	0.00	0.00	0.00	0.00	0.00	0.00	654658.60	162237.78	202031.05	263475.12	0.00	294871.88	0.00	0.00	0.00	0.00	2407682.00	917740.10	0.00	1133744.80
Q8K0C1	0.00	0.00	561113.06	416491.66	569914.44	0.00	0.00	0.00	0.00	0.00	80743.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8K1L5	0.00	124063.29	0.00	329642.70	162108.97	97686.13	0.00	42851.16	0.00	0.00	48795.43	0.00	27658.03	0.00	83128.47	51240.59	0.00	104046.63	0.00	0.00
Q8K1R7	0.00	0.00	4554615.50	1859864.20	10785232.00	0.00	222349.50	208172.48	288314.88	185919.81	0.00	1522740.20	0.00	220257.92	0.00	0.00	0.00	0.00	1828252.20	336217.80
Q8K212	0.00	56287.69	0.00	0.00	0.00	0.00	0.00	0.00	11890.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8K354	0.00	0.00	0.00	0.00	0.00	0.00	11021.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	122546.93	0.00	0.00
Q8K3P0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	223264.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8K3W0	0.00	0.00	0.00	783661.94	0.00	0.00	0.00	0.00	37069.47	29952.81	0.00	78529.56	0.00	0.00	0.00	65954.15	0.00	0.00	0.00	81700.29
Q8K4Q8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8QZZ7	0.00	204017.86	0.00	251875.19	0.00	199479.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31565.57	0.00	48386.79
Q8R034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55648.81	0.00	0.00	0.00	0.00	0.00	18556.34	0.00	0.00	0.00	0.00	0.00	0.00
Q8R2T8	0.00	0.00	0.00	0.00	0.00	0.00	43295.57	45320.36	41950.44	47539.66	0.00	60339.45	39497.44	0.00	194669.70	111544.86	0.00	113711.09	0.00	0.00
Q8R2U4	0.00	768185.50	631130.75	631620.06	0.00	399790.66	0.00	0.00	0.00	0.00	52622.40	80833.72	110127.63	0.00	0.00	119355.75	180790.34	193790.42	129280.59	0.00
Q8R3B1	0.00	0.00	132075.25	788495.90	0.00	561454.75	0.00	148364.17	0.00	0.00	0.00	0.00	0.00	0.00	52728.16	218381.55	0.00	0.00	0.00	311718.03
Q8R4E4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8VC57	0.00	221542.12	0.00	183566.33	126423.98	211320.17	0.00	0.00	0.00	0.00	34609.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q8VCA8	0.00	0.00	803705.75	2046581.10	1020682.75	659842.90	0.00	57129.52	61328.77	57121.61	95314.42	74904.68	164324.80	0.00	360620.60	316055.03	604268.90	0.00	0.00	300012.75
Q8VCN5	0.00	0.00	0.00	0.00	2223421.80	1896378.40	89879.53	203571.81	0.00	96272.95	213923.03	91555.27	199994.94	0.00	188685.58	214134.89	0.00	0.00	380171.84	0.00
Q8VCR7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43570.89	0.00	0.00	33215.58	0.00	0.00	0.00	0.00	0.00	0.00
Q8VE88	0.00	661668.20	321274.28	529699.75	378585.78	332748.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99223.94	0.00	261596.06	105364.16	0.00
Q91VM9	0.00	562811.90	483007.75	503875.44	0.00	501529.12	56982.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	151118.86	0.00	0.00	0.00	0.00	173060.47
Q91W86	0.00	1152723.90	716981.50	958308.70	779127.94	927723.56	55475.01	83648.16	0.00	0.00	89698.81	91135.28	0.00	0.00	285085.97	248573.00	846727.25	116001.88	229994.40	225481.70
Q91WE2	0.00	662189.75	962017.00	986403.94	0.00	669749.00	0.00	0.00	0.00	0.00	0.00	0.00	115032.83	0.00	234060.23	169949.55	128181.94	0.00	294922.00	114388.96
Q91WK0	0.00	949752.40	653181.60	1108034.50	1080642.20	703717.20	0.00	0.00	44885.22	41135.78	76835.13	59143.46	0.00	0.00	121609.81	269894.53	400624.80	167581.39	208323.08	264300.12
Q91XU0	0.00	681871.20	0.00	729471.10	999438.00	0.00	58259.94	86500.71	64541.86	0.00	100139.73	86966.86	112805.46	0.00	231289.60	129030.21	0.00	130579.46	0.00	0.00
Q920P5	0.00	199855.31	0.00	163441.67	346958.75	180420.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q921I2	0.00	1080911.60	1093566.00	1209806.20	1421110.50	889253.00	0.00	0.00	81752.86	71441.20	135532.39	148538.28	152511.02	0.00	318410.25	272764.56	335029.03	397490.62	457069.28	254082.42
Q922U2	0.00	0.00	0.00	0.00	0.00	0.00	49616.80	5405671.50	23344.75	47003.47	116177.58	176512.81	0.00	49293.23	0.00	0.00	0.00	0.00	0.00	0.00
Q924T3	0.00	0.00	0.00	0.00	0.00	0.00	61663.09	102326.13	0.00	86710.98	0.00	188579.11	86538.56	0.00	293221.50	211868.48	0.00	217936.25	0.00	292900.70
Q99J23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26574.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97492.15	36697.33
Q99J95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	207457.10	0.00	0.00	0.00	0.00	0.00	0.00	504045.10	0.00	0.00	0.00	0.00	0.00
Q99K43	0.00	0.00	2181075.20	352922.44	1616929.20	0.00	0.00	217723.61	0.00	0.00	0.00	0.00	132754.60	0.00	243744.56	335996.25	0.00	152600.11	0.00	0.00
Q99KB8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1041798.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q99L85	0.00	0.00	108173.46	0.00	0.00	0.00	0.00	13776.53	0.00	13745.58	13014.22	16849.04	0.00	0.00	25686.09	36669.58	0.00	44159.22	42165.96	33421.50
Q99M74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q99PW4	0.00	33966.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18239.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9CPN8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9CQ18	0.00	0.00	0.00	0.00	509900.06	0.00	0.00	0.00	0.00	0.00	0.00	37223.64	0.00	0.00	0.00	0.00	0.00	48141.48	0.00	0.00
Q9CQ39	0.00	0.00	0.00	0.00	0.00	0.00	49310.94	43206.19	0.00	27266.85	0.00	0.00	0.00	0.00	162265.42	73257.88	0.00	67556.16	0.00	0.00
Q9CQ71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28075.26	25535.92	0.00	0.00	79062.97	33657.84	0.00	69329.77	0.00	0.00
Q9CQ80	0.00	4742798.00	0.00	0.00	4329119.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9CQE1	0.00	722238.70	588690.00	449411.30	601348.60	551527.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	145710.03	197441.95	184574.64	446840.30	0.00	251821.60	433864.20
Q9CQX5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55530.61	0.00	0.00	0.00	0.00	0.00	0.00
Q9CRA5	0.00	0.00	0.00	0.00	0.00	0.00	138808.38	0.00	0.00	158405.22	275897.70	0.00	0.00	0.00	607900.25	0.00	0.00	643847.94	416041.47	0.00
