"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8","07J_SVEC_A1","07J_SVEC_A10","07J_SVEC_A2","07J_SVEC_A3","07J_SVEC_A4","07J_SVEC_A7","07J_SVEC_A9","07J_SVEC_B1","07J_SVEC_B10","07J_SVEC_B11","07J_SVEC_B2","07J_SVEC_B3","07J_SVEC_B4","07J_SVEC_B5","07J_SVEC_B6","07J_SVEC_B7","07J_SVEC_B9","07J_SVEC_C10","07J_SVEC_C11","07J_SVEC_C3","07J_SVEC_C4","07J_SVEC_C5","07J_SVEC_C6","07J_SVEC_C8","07J_SVEC_C9","07J_SVEC_D2","07J_SVEC_D3","07J_SVEC_D6","07J_SVEC_D8"
"Rtn4",19.399203951361,19.2044809354404,19.7294193984207,19.4793079102718,18.7718766906023,18.286216274097,18.7977581060275,18.9216232666004,19.6366257204901,19.1093552006226,19.4292776218641,19.599002624846,18.4097219321606,18.0586251160729,19.4545254385362,18.8477388825597,19.298656479454,18.6788201068184,18.9966968893557,19.1892504516935,18.7817603994461,19.5543936332546,18.1573851190286,19.6462060878829,19.5303696586898,18.7673327807761,19.1996714231228,17.701542092185,17.8171871472857,17.9093813442861,18.0333988140077,16.9050306751723,16.8035035463832,17.460682016894,16.7899445132121,16.9054876628945,17.658029584334,16.8918128403508,17.7372253065829,17.5073122764039,17.108243068286,17.2564463752587,17.0869671051135,17.4738042194535,17.4067483419611,16.8088031111044,16.8293211212774,18.0338170617951,16.7828353371842,17.984351856871,17.0997527642057,16.9717433073818,17.5178033334429,17.6684836470391,17.7356006411177,17.1352596304201
"Rtraf",18.5735151729377,18.3874371994758,18.6146574350869,18.7066409663257,18.0598556068012,18.8965162740099,18.502418057499,18.4709795506333,18.4190271796285,18.5083181392433,18.3876258864549,18.2902370139751,18.4177171581214,19.045459736479,18.9311304668435,18.599175350063,18.5368602212493,18.6154274428112,18.7240318955205,18.4909701526551,18.5860708579775,18.2284906579206,18.6738721432658,18.6218987605151,18.1991767102199,18.6364366323265,18.6509332576376,16.7796862284041,14.833659960209,17.1495500071055,15.0640336681172,17.0936451163291,17.0077465567997,15.1392332105709,16.3343705993453,16.3285144406374,14.4957095196107,17.4506292489079,16.6339448970561,17.0143294114372,15.8299167577117,17.3188058388931,15.7213991965621,16.2093258859125,15.3251440246153,17.612418440224,16.3100840518052,15.0734364433783,17.0224299101845,17.1459891638569,15.4275910980763,17.6813258229137,16.5465273397062,16.9742669987423,15.9092170896441,16.1381194287532
"Ruvbl1",18.8476869373355,19.857349437328,19.7216886689763,20.0893953168395,19.0204640487853,19.3151288366624,19.4268032268553,18.9623529620819,20.0981465833661,19.7948765622148,19.2793194651079,19.8209036125965,19.6758990215087,19.1924935341491,19.7725095934998,19.5915629310472,19.3620316697569,19.8149562841034,19.4649709024869,19.2982135386847,19.9534787834155,19.9471747370918,19.4710615127805,19.9160098621861,19.8646653781774,18.8391002654961,18.9433176607311,18.0668531081548,18.6242669324532,17.8041575094915,17.5746534325621,17.8630881039021,18.5521496410492,16.8694252788155,18.2518770118589,17.9249395710803,17.6907194477129,17.9756134580416,18.7272372868349,17.6707359218204,18.5829384345973,17.4802722699674,18.1724491567633,17.760647286609,17.8868894858009,17.8799994614961,18.5745888251571,17.7772569172157,18.0297370341658,18.0081455470129,16.4251915348651,18.1085169415861,17.8066153100955,18.2319974127165,17.2621260924478,16.9166222989127
"Ruvbl2",19.1736412639462,19.352796099451,18.5867114068271,19.6522052484798,18.6396536613195,19.1385641198191,18.4399187441406,18.4381775539104,18.8224481693912,19.4600320317214,18.3948238154168,18.4750639750577,19.0633553946981,19.3107465213099,19.1611991558828,18.985483893871,18.4956630388704,18.331990887053,18.0915494627527,19.4817370391028,19.5740996891899,18.6193742235876,19.5702990593425,18.1817693354305,19.1336742124605,18.439683309196,18.4658095938691,17.5484752940282,17.9317379838568,16.9925563660233,17.0100642404742,17.8401841638303,18.1125441851003,15.7719347765511,17.7050484458206,17.6338956649458,17.4833391031574,17.689098513783,17.7695889523107,17.6835354299475,17.5467892408097,17.2815072436416,16.2514761285921,17.2512504632592,16.3559513744974,17.771248452248,17.8360232764617,17.4897847798765,16.7181478825803,16.5598016865842,16.5988205120178,16.0226752453805,17.8510587554536,17.3591883545086,15.6605290100893,15.4516839672513
"S100a10",22.7609924493494,22.7570495886452,22.2080304881744,22.4712945192066,22.2537117563502,22.64673173001,22.1944377658167,22.6380384039762,22.5339367590106,22.3469076809231,23.3065028929802,22.6271042349781,21.7839402820839,23.4050681925057,22.6068244354852,22.5456868043549,22.6037238647323,22.2849858509184,22.7200629310222,22.425232326854,22.1951065222191,22.829644119518,23.1000755366232,22.28040461969,22.6646332087283,22.2156034992185,22.7703873249326,20.9522363204668,20.9655539952918,21.0421436823475,21.2814525945473,21.3323577356583,20.9228612616323,21.6744664052576,20.4740714863889,21.3690960296833,21.8766017134634,21.2840794215764,21.1193838909364,20.5249445701136,20.8331237268761,20.9516115101835,21.2336273723054,21.3784493744953,21.1341643198613,21.0578366549608,21.1791530818804,21.77525389175,21.1689452353864,21.3198255131789,21.6287053899928,21.4314528851098,20.7361536995476,21.2843441039056,21.1432486013698,21.5242446384985
"S100a11",24.1037233176806,22.7203854311371,23.2727396238672,24.266953458959,23.7657360732189,24.1430860395461,24.0401189838443,24.0010292608803,23.8486647347591,24.027636982206,23.255374482359,23.8173741404226,23.5065437315933,23.7088629555624,24.5423970649181,23.5165534675501,24.021678529432,23.4844176204775,22.8532199162785,23.5214830956988,23.6205459261285,23.7844121978661,24.0409969389376,23.9502858593155,24.2045043243187,24.2547023827776,24.3101347001561,21.9445206501517,21.54496145061,21.5148398431187,21.8293041638943,21.9358497647657,22.1929895388487,22.2622170407396,21.6036962356123,21.9678407393767,22.4943056188831,22.1230982171035,22.0469883620755,21.5500935147944,21.4225274273287,22.1135926097597,22.3869522190462,22.101719202648,21.8618777880608,22.1863257238907,21.7798065548975,22.1492026244366,22.1663539405133,21.8538158594144,22.7549487180738,22.1390254497357,21.69416915611,21.9551119367524,22.0773487506036,22.715109210012
"S100a13",22.6169036410794,22.2443361743097,21.8775056186761,21.1273418342658,21.6304931831123,22.5316636054829,22.9169793985979,22.1182509666762,21.8338032967261,21.4253791037095,23.0198535063897,22.4478796674155,22.8801216564408,21.1284394134379,22.0884097478795,22.8963317973842,22.1209947576988,21.7514081649513,22.3917106181378,22.8016638769146,22.8240746817924,22.0590714876517,21.6997891620654,22.6358111289216,22.4230577526368,21.6522040450313,21.8521286435449,20.0789135525489,20.1150688923287,16.4856180920659,19.7882216330283,18.0144974194158,19.4495270863467,19.2778848873156,17.8794758628116,20.3424326964101,19.8306055816658,19.5234370849752,20.3312553186332,19.8487896992371,19.9633995230455,19.4604262147146,19.9876779095222,18.2518231516352,18.1726824373382,19.7666401984232,19.5124731493941,18.0866942131375,20.3891996377408,20.3752791685804,19.0957587657882,19.3354959094888,19.7165691213665,17.875418018802,18.1710056989105,18.3110307543687
"S100a4",23.7261853338786,23.0057760513246,23.3581490559719,22.5646223446172,22.9564205042131,23.2118293719743,23.1770148835022,23.4460591062815,22.9385630730523,22.8983502167709,23.4653934743368,23.7000460238708,23.3238903875209,23.2534833812755,23.018997692248,23.3259408279188,23.1920361870281,22.6363462639928,23.2161280507865,24.0430334812991,23.0501941436348,23.9451408741832,23.7038686977163,23.2392864831939,23.5707723217075,22.9336620091733,23.3894069241205,20.4540498504862,22.1116162639523,23.0997925093347,21.5936923941139,19.1321216190356,20.6936092890958,23.64237286744,20.2704558750739,22.3851805490562,22.1425523809492,20.109625523142,20.494363047442,20.7009803491705,20.6900572738426,19.7027578884304,18.343568839239,20.6634566979972,20.0999344639481,20.2953302658151,19.9253747558917,22.1793721670201,20.9525203332844,22.649494404302,17.1970520302213,20.6220177501711,17.3713456084345,19.9280012503694,20.6471433100027,19.8814107538865
"S100a6",25.5648073017885,25.6757485953686,25.5594673020468,25.492866874825,25.3060486010921,24.5637164071658,25.2154584821095,26.3446240011699,25.1441948197795,25.5262267542866,26.1641489348266,25.0165624272289,25.2674502409265,25.1990097740684,25.6150486270696,25.5073281749288,24.7492431315621,25.0900136942149,25.6947844228587,24.6907163145708,25.241279394163,25.3062989821837,25.5067357795534,24.2815445738158,25.2463348726151,25.4742147154379,24.9342318330244,23.2964166908846,23.7478660811624,23.2346298495077,23.5583272459225,23.3924381346797,23.7561817301619,25.0159064671269,23.2554182175506,23.3955152390523,23.5908597657608,23.3834100738893,24.3342598792147,23.2844783745893,22.767298422041,23.0361876615037,23.8098475994551,23.3878628713857,23.1638302310455,23.0637634982528,23.057733132282,23.5911097346889,23.1745721963651,23.3359605508168,22.5404089693859,23.4167706759271,23.327784298575,23.6039552040409,23.6644290320674,23.4708733791793
"Sacm1l",18.0228942307338,16.7372821075297,17.8796963954186,17.6941601146571,17.5078046102865,18.2818604108251,17.8453471610801,17.5221336108091,17.1330518204548,17.76072990545,18.0595738187862,17.6976321179109,18.1164600111776,18.6582221880816,17.8543946383682,18.0339778024995,18.166651720151,17.5636446945065,18.1147942533149,18.0587100010037,17.9136050571368,17.9425906540036,18.3371481591095,18.1963186718568,16.9812296674694,17.2738051976689,18.0430327034187,15.8017557537507,14.1223254570836,15.0243866537641,14.9071066123142,15.2825578629621,14.7831109960057,14.9311533021181,14.7453398585569,14.4248096869662,15.113720929862,14.8900348371328,14.4795628859027,14.8636025208642,14.1521252867994,14.3504277672726,15.8391573003053,14.8671400671151,14.6964638700487,14.9098435379456,14.6798064995478,14.8041410956333,14.6249829876944,14.1124667781414,14.6695183888346,14.9374330982628,14.3910905970086,16.1474698953327,15.1354068781185,15.9671439133283
"Sae1",21.3502872329578,21.4539114503474,21.1918257061266,21.5717786528602,19.8392564612524,19.5740200572086,21.4619500082004,21.6685193181906,19.5734494197067,21.4320950094075,18.0449897762503,21.6938313390101,21.510239922064,21.1420242983978,21.4121999895048,21.4921099842529,21.1738844985615,21.3593302508263,21.2010095916146,20.1178329235847,21.4329217423784,19.2726093181755,21.2965490813509,21.631390604668,22.088906658322,21.3235109711918,21.4256713063352,20.179901138311,17.498027299401,18.9608224667671,18.5996687481906,17.4879381016525,17.5896899572364,17.7723598491589,19.9896561852877,18.3429395913561,18.4904021125232,17.986729526291,20.1691364181183,18.1963527185377,19.944318272881,18.1985344350365,20.3311878560765,20.1503312931428,17.3478158567489,18.5403145166668,19.5211126450239,18.5014940152959,19.9609812938499,18.2216347870337,20.340410941106,18.6378409469441,20.2797951739629,20.0221948935352,19.9323575386483,18.3289684667001
"Safb",19.2297406042534,19.2764264792202,18.8280055899644,18.9919090066328,19.6307250557442,19.3026639321124,19.16460680826,19.4329128807731,18.9006157608391,19.0389509505935,18.9989618729352,19.0550972856893,19.1986095162226,19.3894339118751,18.7218582928321,18.6616953293117,18.9968298993921,19.3024103527117,19.0536497046392,19.5249947771716,18.8854636633734,18.4542247463666,19.3130873968088,18.8637205880793,19.1825550916062,18.6351166277943,18.998148081582,14.5091079977317,16.2464698652283,15.6737115889192,16.3372449277522,16.8076720454258,15.22500273682,16.1798599232119,15.6056703525065,15.9968396310323,16.2479229941323,16.8393271294079,16.4849806444929,15.9146329182515,17.1033313741616,17.4561986349615,16.2041165742668,15.6466208306873,17.7749656464501,15.5629107996374,17.0952719025345,16.146614460386,17.0507838999397,16.5034354683157,16.2153717308983,16.2958447673736,16.5275184012534,17.0747856567307,16.2763736156324,16.2160253778329
"Samhd1",18.1330768406356,19.0552701725149,19.1765747552835,19.3047906483185,18.5109627820332,18.2452032909668,18.085972540415,18.8945636360593,18.5145160561948,19.0546045716981,18.5666054500112,19.1180605664778,18.8548339424937,18.5000501851553,18.6494373823724,18.6509032800454,19.0636670480724,19.0973860276288,19.3086308452577,17.5840876649748,19.1661926538167,18.8991274032498,18.5385326036633,18.7240223833137,18.4478085107984,19.2877395875354,18.7098564444852,18.2357171770466,16.971496834618,16.9296148664365,15.9445939256932,17.7966562934653,16.2893235378216,16.8732676933688,17.0115201908942,15.5692112142264,16.511414971516,16.8662074011179,16.3775869180464,15.1348577042951,16.5356268784457,15.1007353339686,16.8257058955314,15.2927347838313,15.1523239355199,15.9436539510714,17.0636408935529,16.3728573679322,15.3255523912245,17.7253498798535,16.5137728962885,16.0683951173307,16.8979658379171,16.6243662282825,17.3002481686525,16.2963982324433
"Samm50",17.7815454028154,18.3691578934209,18.2687579555799,18.2008453376522,18.0142950782,18.3477706610066,18.4309032674616,18.5648079399864,18.298275026797,18.4288429151859,18.102197859097,18.5838960862414,18.7011644629462,18.6916819041846,18.2057064038959,18.5080035193603,18.5650857279476,18.7235873481959,18.336382447706,18.5539764953277,18.6165899628173,18.2937757255247,17.5646897889634,18.2965077928246,18.2349624108075,18.44420155592,18.6714392718279,15.3661809798718,15.6475933037474,15.8011621543748,16.6347388169307,16.5043984021673,16.2861742283331,16.015247745425,15.4362659121599,15.2435312593351,16.6871595612114,16.0969448389605,16.5953473855567,16.3159936949672,16.019409267185,14.7776783977816,15.6949120309912,14.7842868741985,16.022814625383,15.8183894771095,16.555631532575,16.0625568660619,14.6223492887418,16.2921640199556,15.9646327354015,15.7832711661333,17.1256384387644,16.4700968186114,16.5121256728693,16.2685363503865
"Sap18",17.9329011024957,18.1185115086001,18.1979615574846,18.0627735749542,18.1043970878058,17.8650636477523,18.4466392617904,18.0515246019306,19.0375531084875,18.4806026272714,18.0341471697567,18.8870879180211,18.7462606113383,18.7457063302532,18.4901427418302,18.4617056993563,18.3854397840723,18.7788575078748,18.5505539470771,18.4285035152596,18.7937503896253,18.4321655436218,18.0070152407497,18.4018617831126,18.274818681371,18.6630135395717,19.0256851855263,17.7417253710311,17.1062558405173,17.022745792829,16.4698170145075,17.4964913728773,16.8438196607824,14.8311907522436,18.1129219984016,16.562247808433,14.8282475814625,16.1611301523343,17.0274001931215,17.9053779163097,17.0478100569136,17.700813939119,16.5387427678646,17.0922524491309,17.3388432086111,17.1059653041735,18.3012933988052,14.9188209246139,17.139422533519,17.4515478182636,17.5096494639514,15.1069567773611,18.1580914020323,17.0962033867172,16.6237720769664,17.4303428987796
"Sar1b",18.7085409279485,18.912556436458,18.8672889048325,18.8288322701856,18.6941230859595,18.7771235081641,18.2729418725861,18.412041778478,18.9600292486788,18.7484318053139,19.0151449981346,18.7163575036677,18.6424857470673,18.9373992674898,19.1709626551028,18.5337974712825,18.9202251470299,18.3252302846307,18.7792058400707,18.6694111651053,18.8396024504167,19.0039281107285,18.4929405426118,18.5676856853674,18.9829984266467,18.9908886570216,19.2577664871074,17.3346100051699,17.0300223844266,17.2275173423068,17.3708574783146,17.4863146475859,16.459538323038,17.6144773514175,17.2878183068458,16.919390595781,17.3481372159335,16.5318153106657,17.9639528715191,16.5469549618081,17.312689439595,16.9165619654972,16.9287075096266,16.712681746103,16.4615808716174,17.5054888105979,17.1323810535619,17.2523530774271,16.8023177409483,17.2798775210164,17.2295200448251,16.9463142301848,17.2083841538113,17.6291794134042,17.1427549749134,17.1583736975786
"Sarnp",19.5317130430362,19.2804490799396,19.2647294900907,19.5547732115471,19.4520923111486,18.8282189397801,19.5375836224855,19.2455839388347,19.4213792511007,19.2430419959865,19.2037033793577,19.1139716191841,19.3599066454597,19.7212474667894,18.8824755761744,19.2115138414942,19.0852101082786,19.5332893225439,19.2000094437061,19.8652836642313,19.4222119210241,19.0985723082315,19.692622326852,19.4574078436678,19.2606564801551,19.4416111216925,19.4701490966126,18.2212135973841,17.9239057620078,18.1003820392483,17.5405369034371,18.0900841891074,17.9885299208408,16.0614761956156,17.8744012386388,18.3432033654422,16.0863986057869,17.9823486628347,17.6291058160105,17.8388112991161,17.9535081808152,18.3729807903641,17.8899976470785,16.9385255266628,18.1821878569252,18.2506555811854,18.1841082823572,18.3074592039165,18.0195235233894,18.1245842812602,18.2467080320124,18.2535357476853,17.873664578603,18.167150205722,15.073858925295,15.3863286811734
"Sars",20.4112086232526,20.3536289082567,20.6091871558196,20.2604556937915,20.8400620510362,20.6695811698754,20.8025218799808,20.7144280471785,20.7357333150117,20.3791388597173,20.6541686366367,20.0102676147361,20.4084736854601,20.6049894502433,20.779083393413,20.0210089235193,19.9619314738718,20.32584160273,20.0095335045515,20.8976457966028,20.1152924249618,20.1963302912791,20.2554878181149,19.7993583389311,20.901971449239,20.2251946954999,20.5046310723697,18.764421556095,17.8736880599809,18.5246188447832,18.5603529340107,17.8885555795508,19.0177075866268,18.0947271043914,19.0421997595024,18.7421971175747,17.045333663362,18.8464683821429,17.9644418113998,18.8961716357573,18.4515770168576,18.4929431724924,18.8844247758035,18.7535391420394,18.3231577272267,18.2136698246642,18.4155396593563,17.8657457604024,18.5645276560183,17.8255607876857,14.908469082592,18.6987625260837,18.5841913872683,18.5014354148766,18.2474894530491,18.2119168524419
"Sart3",19.3405539583023,17.6547951425596,19.1600537492773,18.378784571102,19.0780616546341,19.3721584536747,18.3220037299425,18.3661352458335,19.3401756477431,19.3541645792643,19.3792612796161,18.7187861519864,19.4593235266443,19.6637617346725,19.5590806587109,19.1009365458006,17.6676706504281,18.5416512245065,18.7832675914968,19.0256587979973,18.5867729252011,19.5425530306184,19.0549115677234,17.8396815538323,19.5191368532042,18.5889797065908,18.0257354905138,15.9315582120655,14.6375652622242,18.2806615916481,17.6824502728346,18.2619901582311,17.6888893804288,14.170034750314,16.0298392487119,17.5369521728852,15.1278580355859,17.3919719883844,14.6290132502402,14.8836716668416,15.688167665713,16.0774645192653,14.8949579544651,16.0298043668009,16.1958500708489,16.9047679736119,15.4049213539199,15.3520868743664,17.9061923237918,18.5643295053124,14.4978159859171,18.1584247231343,15.2863709752804,15.9053051512613,15.2156763894851,15.9601883483185
"Scarb2",18.3667011612572,19.0084405879048,19.1245472373622,18.6457341362808,17.4024659185019,19.2202639978465,17.9899343312559,18.8633471089117,18.6535515033592,18.8342579441654,19.7308434485337,18.133149011863,19.8163908843769,19.074539181068,18.5443373222136,19.3562733981691,17.8390281890674,17.7866946428496,17.6010261071187,19.1516692743514,18.8138703993232,19.538107886595,18.4105307797564,17.8113832431847,18.3191974405358,18.9106174810148,18.054010307049,18.3995079174408,16.3706188294,15.8438915194068,17.7220178616944,17.8962863889058,18.1023971996492,16.0215757046051,17.1460411168028,16.9421828448431,15.3886676783474,17.1046333963446,17.8208715235892,15.4714176396601,18.0898440617955,16.3087235415565,17.9026225806488,15.5787149079251,15.5657086037456,17.5246955194654,17.509246753502,16.2976984736607,17.960046769836,17.446438617148,16.8208222159589,16.5336129625032,17.9671261171127,15.557805046978,16.329330790649,16.3061128995536
"Scfd1",17.4974823203121,17.863569970664,17.7490402214902,17.3354310696955,16.1632889477373,17.1068870501986,15.7043533584638,16.9568029023349,17.0560146338404,17.6026357732243,17.5547207989949,17.3590638902428,16.7097087334142,18.0542775437569,18.2125099634602,17.955901458333,17.684972435353,15.566349515714,17.9923372143984,17.7871541594211,15.8072402988154,17.6696911282347,17.6109160296842,17.6794215521387,17.7925609734417,17.5508677606143,17.592951915394,15.2759876755426,15.5385948134124,15.3473708599258,14.4808689292757,14.6677369390915,15.195447428497,15.3250713206703,15.4346116951298,15.6572070886397,14.6656091702183,14.5017239029271,14.9804468358527,15.5199766351394,16.7631003551617,16.1189403069915,15.2571853471116,15.69285459359,15.2591233977831,16.4590706098691,16.5177808777313,15.2778376678283,16.8950007264833,15.7355172636456,15.4501617318311,15.3908721202897,16.6910612155808,14.6865133140892,14.6871933206676,16.0434004829968
"Scp2",19.395456952551,18.4550583930212,19.2298354129353,18.2966491992075,18.362496689772,18.6994919642045,18.9070390489562,18.5849953097343,19.0006532019708,18.1682281219708,19.315338653351,18.4525046522378,18.8971681957308,18.7427535060846,19.3395694229553,18.9001967620606,18.6679773024045,18.4521171651384,18.6857144507093,18.8840924038287,18.0807198029963,19.1405128276103,19.4804595221374,18.1719821468043,18.3872741662929,18.2472408262575,18.2226693192107,15.4420015275734,17.955814817788,18.422275721776,18.8139826667695,16.1858856565896,18.5874816569371,17.9022505234804,16.6966475508895,17.8305205210436,17.6060433244371,18.9639322366325,17.5529492819189,17.1142733192288,18.6321806380946,17.8899402830678,17.8483661735273,17.214442317608,18.1231814352717,18.9463610885402,18.0128015664432,16.6676621538131,18.6410273066644,19.0668506137009,16.6028988584279,19.0764935246983,18.2340636447602,16.2209362994809,17.4587746922276,18.6778054788745
"Scpep1",19.5705131403004,18.3997881193544,18.0672286928903,18.4377866960954,19.2220169487138,18.6423368430087,19.7105071819146,19.0526290796295,18.2611938980871,18.0571400364642,18.3141731649878,19.0328756793559,19.7294408899716,18.7829892803598,18.0556958321104,19.5824356428853,18.6678757295628,18.8264657648777,19.1907295766538,18.4903052948567,18.8300173954702,19.4054959718188,17.9453094797481,19.091028892114,18.132296209129,17.6426913588307,17.7774057348265,15.3711472061434,16.9981097093566,16.6793345672425,17.1883888750491,17.043824788269,15.7831534238757,16.875308690857,16.5164415234069,16.373810597962,15.8610909579967,16.6079618309571,17.2969175813146,16.8394293214143,16.8906151242537,14.0578197448707,16.3387562943402,16.1232471729972,16.538518092933,17.224919227224,14.305522750574,17.5265708913501,17.2697145400511,17.5111822584069,14.9283066783416,14.4253318541709,16.7688463173568,17.6028713815758,16.077999375138,16.7903510459327
"Scyl1",17.6122013919444,17.2762730336667,17.8500158576036,17.4105917117879,17.950510682909,17.7150798736197,17.653555896392,17.6568210634425,17.5813280002037,17.6907827730455,17.8385424407611,17.510563514847,17.400783138529,17.9875183528224,18.095108658904,17.2052837561579,17.7192273821511,18.0111836703849,17.4371072207125,17.6289205496779,17.6531009857072,17.8229047612224,17.3665103399005,17.5159478388636,17.4148197592569,17.8739771556053,17.4502352319431,16.8543426883166,15.8977466655974,15.0657660911673,16.1142509738934,15.0197109527268,15.9032788072719,15.5781439569648,16.6814712535624,16.4788047764562,15.5689301060504,16.4599425615219,15.651569846853,16.1972897654547,16.2814135220469,15.1113043415993,14.7442769265038,15.7524006854617,16.4715386039865,15.4078205987225,15.9206536735182,14.6534922518052,16.0103973609089,15.6642724048097,15.5891962857668,15.8969671933488,16.3318321599903,15.8708458786292,15.4221677708088,16.7409231595372
"Sdha",19.9814119451616,19.6239447212538,18.7921689715274,19.7361429258673,19.131708246166,21.7552579450538,19.0157294622554,19.4677033754951,18.8442774011027,18.7867915779937,19.0493561281474,18.8552425724457,20.0842657529537,19.5307841851172,21.5563490723701,20.1209032978526,19.6874006025888,19.3220609609964,18.8795833680121,18.761587275374,20.309125322364,19.4601058195556,19.1252465936171,19.0905864855672,18.9379160136262,17.9487457132529,19.3937721243462,16.2694438124147,15.1064353882159,13.7395501759172,15.9779479374043,15.4736808362096,17.6452498515612,15.0912447254136,16.3658288877175,15.8306468774975,16.0377251504986,15.8983705514715,16.0655667925937,16.6469296969423,16.0018302738343,15.9872882950072,16.1394152725302,15.7687903920513,16.5854518521461,16.431330362539,16.1338671991177,17.0453051990353,15.7446085557492,16.8986227845594,16.7460553760346,16.2490842404926,16.3214810750807,16.0020110992814,15.8553938616002,16.318218835652
"Sdhb",17.5197577508497,18.8769115088242,18.2329630542488,17.5208499945749,18.0944487002868,16.1728242378413,18.7304037279535,19.006403493015,17.0451698469256,18.1229212159077,18.225837677772,18.5181758020894,18.6527351752549,18.4321268733323,16.4954065042935,19.1975152224067,18.8509639580105,18.4722303960838,18.5654856241778,17.1335211798644,18.661824118561,18.8346579925584,15.8363967751581,17.9922425253152,18.3447389533873,17.5703684202898,17.7181592425311,16.1514690806387,14.7440436168733,15.2092514134009,15.0338315050789,14.1875657402855,15.5416055512515,16.2150837240796,15.4290106376179,14.5211732898918,15.071273010444,15.5234774075451,14.3408210131823,15.6937088233842,14.5836223511612,16.4429848634046,15.1166342110579,15.3451865509993,16.2853027159562,15.574084218587,15.5295313690382,15.031075897904,14.743972545814,14.4879617569702,15.1009438212941,15.3365877013213,15.3691463918267,15.4413325252609,15.0888716231633,15.1089949561221
"Sec13",18.5849460211997,19.1022854590335,19.2543330265502,19.2027586943263,19.168363345918,19.136692615266,19.4088681643179,18.8980791423538,19.2250115592247,19.1950279872075,19.1069288879304,19.3759559139092,19.0892985321657,19.4038424746732,19.1046988205818,19.4690135725029,19.2466945123456,18.7457949691636,19.0321378841776,18.6646301611452,19.3371622428838,19.2572595854349,18.6823817993075,19.1273149890719,18.6045449332679,19.0397170564474,18.9102096903412,16.5470572079599,16.7122916876677,16.6673638778864,16.537384973713,17.1746855711072,16.6382284244722,17.2033864689467,16.5506103991181,17.2576866453216,16.7414047457412,16.3412092158344,15.9665765454657,16.9984681474221,17.2124231850256,17.2590475575622,15.35730853039,17.3545184957586,17.4526672299097,16.3664538757425,16.6152661258154,17.0127686218978,16.9891021285872,17.2804099471274,17.7118985842876,17.0834457016086,15.57332668525,17.4229074854345,17.1691056802475,17.6169758015688
"Sec22b",19.4799742358911,19.6667927648943,19.5863679502878,18.7982589875873,18.8421753299315,18.7895745992073,18.7169057313087,18.5971926560042,19.2134443902964,19.3796797315122,19.4610508269015,19.3785991912669,19.6522310862573,19.706839542756,18.9424865587749,19.8034386467913,18.8333823849854,19.1106765503302,19.4390137195666,19.4132972362948,18.9096348934581,18.9776351228147,19.6663066455141,19.386800721678,19.8046640090234,18.5330276372623,18.6805026400527,17.1506038150757,16.7981117630594,14.8123313340322,16.1893434934114,15.5998831478173,17.744878815652,15.9821879144379,16.6327209472973,17.7847842187744,16.5796250822935,17.5132537485749,16.5086422807975,15.9653097432418,17.0413841074134,17.9759704164148,16.9665677064758,17.4486193242247,16.9337867818005,15.5718939760075,17.3045854887033,16.3259343383703,16.799593123778,14.9107987742781,16.7983242320092,16.537138763233,16.4050309774365,17.0977638862486,16.4683913869488,18.5475612660292
"Sec23a",18.2915118765223,18.9829802514238,17.5680084588912,17.6232542318184,16.3275378657403,17.0014275967889,17.9915037600382,18.3157691736542,18.3542588226686,18.6732857184909,18.9026870492157,17.2578348184472,18.6955225919248,18.7550847275877,16.9047001277751,19.1526861038372,19.0755528303051,17.1720042267222,18.9002506879311,17.823667474418,18.2412608333901,18.6809575411336,18.0116697023501,18.2915793630089,18.2167732883999,18.1001835641146,18.2969875756938,13.9285675955271,15.3519236263234,15.4314937230441,14.9964221621127,14.9856503350844,15.6686100873359,15.8672232168792,14.1380131337721,15.8371160031833,15.6370298618243,14.8257811195951,15.5138011836255,14.6785555371247,15.8649473068347,15.7264626362535,15.3561709027812,16.1501549783661,15.3472302903304,14.9327687931628,16.2051796768318,16.1847974900619,15.5863035220564,16.2878763291811,15.2397469250964,15.1182495171956,14.7602012716257,16.3154057179783,15.3071835995234,15.7930071948774
