"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8","07J_SVEC_A1","07J_SVEC_A10","07J_SVEC_A2","07J_SVEC_A3","07J_SVEC_A4","07J_SVEC_A7","07J_SVEC_A9","07J_SVEC_B1","07J_SVEC_B10","07J_SVEC_B11","07J_SVEC_B2","07J_SVEC_B3","07J_SVEC_B4","07J_SVEC_B5","07J_SVEC_B6","07J_SVEC_B7","07J_SVEC_B9","07J_SVEC_C10","07J_SVEC_C11","07J_SVEC_C3","07J_SVEC_C4","07J_SVEC_C5","07J_SVEC_C6","07J_SVEC_C8","07J_SVEC_C9","07J_SVEC_D2","07J_SVEC_D3","07J_SVEC_D6","07J_SVEC_D8"
"Cplane1",18.1684119216555,18.2197077884444,17.5468351877852,16.6934837927665,16.6606491362539,17.3412746366251,18.1211375894642,17.5641486618904,17.7564870527741,17.1863487071478,18.7847915550384,18.2870438899427,18.5825857440762,16.5443746408454,16.7888576261302,18.1506989452486,17.6548557704743,17.6461365109775,18.2880347781501,18.4748815771084,18.1421390675074,18.1079657532516,17.3079680672455,18.445546437866,17.9264987708604,16.7012048420392,17.0913369948302,16.6034616339312,16.6113900852469,16.3678862885975,16.3553252405407,16.2562453022889,16.0536890440181,17.1899684974414,16.3936248033298,17.2504018423678,16.8911058821744,15.9912206340993,16.5199672816304,16.6322815805817,16.6718759087123,16.3086092338114,17.1255368220123,16.5017432646832,16.6229045587611,16.7253401683582,16.1144468408615,17.2466725860094,17.4066295561796,16.6834547189285,16.21281169117,16.2420469180542,16.3223724047597,16.6797204916044,16.5112838170506,16.8867701631246
"Cpne3",18.2611322956393,18.5599557084427,18.8583640324131,18.8542476527611,18.8960813696289,18.7702173165877,18.4664651332218,18.9744610986514,18.7253057646236,18.7010156189833,18.780390753308,18.9600982087919,18.7219946234158,18.5717551806453,18.2929540980798,18.176446422124,18.9702898214983,19.0646916148547,18.7866521932908,18.5015156373937,19.2171795309351,18.6147264610192,17.6107784370841,18.9909886118207,18.8697298846819,19.0632310473606,19.1838279507434,16.7497276084272,16.6688222439758,17.7978984674185,18.5241574356136,18.1532961454253,15.2715862668642,15.2998728344971,17.6875045483963,15.5758918599929,16.5768784096761,16.2324910113076,16.9745984452556,16.5621264118234,17.2369817883807,16.3922210101451,16.9407905083325,16.334570925806,14.9559869225198,14.7406965887757,16.7446427396157,16.4680107142732,17.618177306074,16.9191956236277,16.4809033047477,15.4326377236764,16.4744325442005,17.497912281482,16.5035814156927,18.407129388935
"Cpox",17.7296724166688,18.4614125615642,18.1934511251882,18.2924579812579,17.0954043403701,18.1488889359415,17.2893345052421,18.1602340811219,18.2647143598326,18.0106181375462,17.8951543965438,17.5699407962559,17.5383571801208,17.4736196401603,18.9477631316983,16.7156607426109,17.6835900708512,18.7111355224869,17.9320811659392,17.7293288638587,17.629300421681,18.117593213785,17.6665367518608,17.4733759172017,18.5104521877274,16.883850586972,17.1404350705656,16.3095712054386,14.9118323831316,15.0611962848231,16.1082139136247,17.2789472856792,15.8922402261287,15.8768160361468,15.8709100664919,16.7539265668152,15.6540489883288,15.8935012709791,16.377907542016,15.7695413375721,15.8858951092506,15.8982056637751,16.2368226519838,14.33524068748,15.0775745819905,16.1994568513874,15.9788417979901,15.6140504593995,15.9202222456333,15.5577500965898,15.9572709478652,14.8869210387315,15.5622830268581,16.624347681245,15.4575895021204,16.9443816698049
"Cpt1a",17.9635835791341,18.0748866210118,17.8515577967112,17.7621067332643,16.4728969332787,17.7908718875283,17.774166599807,18.4815357497698,17.2474056535431,17.7612271372986,18.7566034299689,17.9632877705968,18.2503463984976,17.7456364232868,17.5037492603603,18.0008919899721,17.8843204857064,15.8264503616044,18.165823241556,16.9198213108879,18.2380716243791,18.0804045871402,17.9119387029171,17.2516974555844,17.5561944676863,17.660387581635,17.6432063596154,17.0591690847711,16.6305138639644,14.7708003170113,16.7428804923266,15.6386525848538,14.1464586184505,16.0028539194057,15.6182113967339,14.4681717424008,14.7269698885056,16.0969799021236,16.0604599237249,14.3756662517761,16.6222647346335,16.4980162328363,16.7198316437444,15.4443488891668,16.8071299306583,14.3985717099007,14.3573779714018,15.8089714538881,16.4073128176785,15.9358319762253,15.5453022781783,15.1100926885158,17.8316881081617,16.6260062101507,15.6908167308242,15.4784372898365
"Creg1",17.9943258666947,19.3306469167636,17.6155217581703,17.6718748757952,17.2883719511794,17.8157683060714,18.0832775540098,17.4169604291005,17.672736557382,18.3325586900988,17.371047840859,17.4592739763373,20.2307571220815,18.1944845028788,17.5868228518911,18.4495647505394,18.6438004941174,17.0265153870673,17.8671265187531,17.9036326111158,17.485034360295,18.0691059899983,17.655868034885,17.7469780666145,17.4747828863411,17.4816299550731,17.2651135694484,16.6337786687212,17.1904503165976,16.5933903717622,16.8146951668942,16.2465650845773,15.9987988689054,16.8672903729641,16.760208257027,16.3064668069713,16.7592434895715,16.4006530725137,17.1279576941588,16.4023311781565,16.6143201389731,16.7656273568119,16.6288943875816,16.2123742478457,16.6254515382151,16.5153763827474,17.2924601449817,16.6332648974828,17.1069484652705,16.3194333878765,15.5799501576116,16.4437713551243,16.5329594672731,16.6590811478665,16.9620366274115,16.577501534629
"Cs",21.2856936336843,21.4750717973513,21.2569582152947,21.2900783379068,20.7492626992679,20.9403987766718,21.4009837239089,21.2493454702996,21.2214535328657,21.4122353445939,21.5655519026839,21.1851348484447,21.685758716358,21.238141014041,20.8497547645162,21.1862037298952,21.7486982322076,20.9881296474735,21.3760693687307,21.2584264174321,21.471616402715,21.4730677957179,21.1750350206977,21.2804407283805,21.3569672072123,21.6108257651068,21.4045062439001,21.5157374037497,19.0550227648154,18.1901546083602,18.7517081961743,18.0788400568232,19.1779370616094,19.0095917133741,19.651879142094,18.0471851337593,18.6856871859367,18.9013307512406,18.0214773649796,19.075508217555,18.7280918783074,18.4524217845291,18.2177009628782,18.4061733092808,18.2239901228021,17.8906143775444,18.4178154383676,18.5028635078081,18.4095043285149,18.6639752470525,19.0322484953542,18.4952345005823,18.7514743788397,18.0252631898459,18.679043803522,19.0661556492764
"Csde1",18.5773957882189,18.7302931437297,19.0890870434636,19.015171008454,19.0851540738778,19.2720124419563,18.96186105055,18.3690199303346,19.05399627691,18.967539827059,18.7162511917087,19.0817449168895,18.5308083026592,18.8434651770482,19.4833135790333,18.4967489466139,18.8111156103655,19.216260206651,18.3280526869348,19.0168142582891,18.8552121412474,18.8469807969943,18.5810832282973,18.9608008061564,19.1573706058281,19.013201586776,19.0517430319489,17.8060538912102,16.3074074827977,17.7636314482424,17.4921200557493,16.8615406746633,17.1784543432027,16.925932336431,17.6802014137826,16.7433365276773,16.9895119855898,17.4821785730172,16.9587752157348,17.6909188694172,17.6047107602493,17.3163557399556,15.4184858237841,16.2038489795615,17.145021842668,17.1974326691819,17.6386106078621,16.7239794079429,17.5408910237063,17.354999212298,16.2212166550976,17.2124335880324,17.2710723953966,16.5887320200995,15.5350992360493,17.4023136999311
"Cse1l",19.3620252951455,19.1556486124728,19.6054387336784,19.7874906596007,19.7355317312452,19.2383588581175,19.550364475949,19.8397979460635,20.0560802039119,19.6643009704123,18.9553309278415,19.5406736297667,19.0584517602221,19.3793278833908,18.6495105308915,19.1679217785152,19.4647237557623,20.0539232823229,19.5895185876213,19.8189638480165,20.0135407338274,19.7013092245225,19.1391499315613,19.6178902521482,19.4503363507215,19.8426362615002,19.5851773781684,17.9864093328849,18.0216013185624,18.1267793255419,18.1682367254231,18.3140272654485,16.5166305635385,18.103617870223,18.2722764898068,17.9740872998685,17.6942121852531,18.3406448855938,17.7365728568523,18.3815855855968,18.4120918205857,17.9962265740793,18.9394166788589,17.6279290404295,18.0796228992401,17.5008891225821,18.7952771787964,18.082440372281,18.0693334561404,17.9493017083283,17.3538378000203,17.578332163615,18.4713539781497,18.1427197934505,18.455974637623,18.383179490425
"Csnk2a1",18.4489370725802,18.7641161908971,18.4575594256201,18.4241309778431,18.2797366539833,17.920253015787,17.9066665581728,18.7600033410651,18.6626907726607,18.6674349394693,18.6133275541832,18.4452140963214,18.5773298006218,18.3557184287288,18.0105154203811,18.1511370807696,18.3855152713743,18.1445759948422,18.2417935903621,18.1885876086941,18.4831836456078,18.4887117614734,18.3026055040779,18.1270666038116,18.323875324038,18.1846004216672,18.3309551032415,17.5685720057064,17.132110244317,16.9948329659246,16.6490713170023,16.2041501811489,16.4577406582223,16.4704699450468,17.4750082371747,16.3730996355498,17.7757587933597,15.6332071275296,16.2099313470964,16.7266195465853,17.1539121772319,16.5448105045726,17.7796463488573,16.535114521605,16.2510463098069,15.335744672324,17.5071185652383,16.5965987432483,16.1667859542421,16.5077075534435,16.3213323053019,16.7042003044896,16.1150893402139,16.0691401169357,15.503515128551,16.5827709179061
"Csrp1",18.8255688136096,20.9791276531616,20.4682689506033,21.1312773057399,18.901906482693,19.395317530831,20.0683661179333,19.3399053531506,19.2545453379686,21.0474033890667,20.1858882808581,20.2631493800784,20.5129182475499,20.7727390147375,20.3251871702373,20.9500451801613,21.4346907575244,19.5010961757988,20.7230969877637,19.0683582574493,20.6783056214702,20.8531854239716,19.5520480028416,20.6296221706154,21.3884670055879,19.9510198938456,20.3527499250724,16.4884299727482,17.2045768780645,16.8492779772773,16.3071188102441,16.4522735507541,16.1803488231279,16.5134061339768,16.4662450607861,17.4479848178149,16.2075366559459,17.7813453790462,16.6396704183156,17.5395930342356,16.9701537254779,18.227762078998,16.050575295119,17.7957910480945,18.9984159413945,17.3194966065607,17.3771243541528,16.3153546500569,18.3370053763982,16.8347303964911,17.979051434689,17.3645482860281,16.6766545871962,17.0814646146331,16.3614107371396,16.6712517480077
"Cstb",21.4867455651766,21.1197755234193,21.1797685503228,21.2111546826433,21.1310454836642,21.7434100622936,21.123462040368,20.998377293325,21.0862224792666,21.1033901595095,21.4416562157348,20.7162697791802,21.9895762962441,21.9986027588901,21.1012241919337,21.9775118526031,20.6462867013555,20.6360179723015,21.0335683064004,21.065057950008,20.9836560767758,21.076568702481,21.4816521914504,22.4933192132411,20.5741927647119,21.344342001089,21.4779241401423,17.1236255603404,17.6655443623425,18.6411403451485,18.7822926818707,17.6748225130906,18.202127229465,19.0947766679286,18.1597781498853,17.7632733206894,18.8474863443998,17.8731160565632,18.5271603629974,17.5584034413344,17.0017936095942,17.3748489723785,18.6805571225999,17.6631685665851,17.698094865106,17.8277666157831,17.7757916672655,18.897935859993,17.8716767596853,18.7467737891509,18.7448729809978,18.1647489729246,17.4743111517238,17.5056046085143,17.8554632216173,17.9838066654773
"Cstf2",19.1567682920262,19.6730327005011,19.6193839537013,19.551264475225,19.1575672435815,19.9765419172605,19.4995179812716,18.9555598569297,19.0307547994628,19.4133136547113,19.3845316688059,18.8012850425212,19.4839874801401,19.6920258938284,19.5321080308101,19.7366846266759,19.5503823982349,19.1328473265514,19.1086854168448,19.9611420529192,19.3564915267981,19.4412385096074,19.7094805391536,18.8650265446548,19.7039200086864,19.1861629518102,19.3258469220965,17.7805022711979,17.3312486277039,17.4020225770708,17.9305689972715,17.892782851973,17.7298623796751,15.7560157296337,17.294097935653,18.6472873497033,16.8657226647737,18.0299809449086,17.9653834321813,17.2410651960448,17.6662635752809,17.6217852573802,17.4467469179878,17.8810973843021,17.6120481051203,18.0544258453776,17.7730228813763,17.2451648161142,18.1478000831217,17.7576290638331,16.8758041526529,17.371755486764,17.47249284592,17.8596327024895,17.2149345443367,16.8356419270639
"Ctbp1",18.4184291082481,17.637379839487,18.2673525739222,18.4751314583648,18.0759561099911,19.1230530484402,17.9836496443258,18.0511514411822,18.0619046560969,17.9378394352454,18.6957928325503,18.0335356976661,18.4885644745532,17.9166189571295,19.6226690359173,18.4464805194858,17.7922135085271,18.2167627824486,18.3838365459983,18.4617304497084,18.5863350337765,17.9760545343677,19.4293414008432,18.6657293495987,17.7714811481111,17.9597343204833,17.8375818275725,15.7689688767344,15.5235169336906,16.8210695256284,16.4393761250509,17.1851250660852,16.2542663252099,16.6065592394949,16.596433610934,16.0689720554576,17.0083335668307,15.5757922028879,17.1316415114705,15.821887901557,17.0905735769969,16.5446054269005,15.8286783210664,16.5618332225866,17.1275242420513,16.7303339901035,16.6067081106685,15.5990301072601,16.4398921374125,16.5770531112664,17.034711536767,15.7612381239561,16.8980547318215,17.0307028134075,14.3356033871655,16.6840914174469
"Ctnna1",18.7831866227408,19.2331308546934,18.6511176770361,19.4037160182944,18.8732548121043,18.4552161802335,18.7411318790028,18.9624624866455,19.1572849757761,19.4070148865185,19.2433440234669,19.2657847512494,19.2515970945375,19.4745797345404,19.0874932330946,19.0089874382114,18.7861873995157,19.0880785299434,19.6254943395781,18.2734587321058,19.0835750631075,18.5688702671842,18.0374907283536,19.1403582250907,19.3413870402238,19.4047688069115,19.3014548852792,16.803182167563,15.7970846007011,16.4705717363129,16.3404032108036,17.0231004179252,15.8312774206099,16.4575315165691,16.4933607942539,16.2885488352019,16.8913286353818,16.5088026989116,16.5093776515414,15.9152627101437,17.2308087517267,16.0618559401407,14.4844395157576,15.5581198698817,16.9054559163451,17.3072164995845,16.4198078961582,16.7946336828622,16.1615007620998,16.4116062092849,15.4225277179177,15.5533558732025,16.3719650765588,16.1099947864199,16.0708029038077,14.9765970143814
"Ctnnd1",19.4990285294255,19.8388570145123,19.6061383128625,19.4604796451374,19.3027827930751,18.4322958773095,18.2649453612418,19.1485543168433,19.2539010616524,19.7629153520512,18.6744250312877,19.2519086025619,19.3954101030299,19.4404912034998,19.9318633562359,19.3409155829273,19.8718462028099,18.6753832375794,19.8809539225788,19.2934122720267,18.3946135681167,19.402775661047,18.3377807524276,18.5565186066401,18.9328873509366,18.6658623684694,18.531525119382,18.4256563584539,16.1891640509474,17.8615111040966,17.1543175990497,15.648847765092,17.7451015344869,17.8750413812416,16.7208020794626,16.7014294721273,17.8272186099002,17.1781187375683,17.8846748964782,16.7911847037925,16.9993375955442,17.0814004279657,15.9675454732055,17.0387035962,18.4971278396278,17.3104671683596,17.9634145411417,17.6314044840739,17.2147032213323,16.9748871575516,16.8992388595209,17.5324632686993,15.0869820549701,17.0478663754341,18.2961440436173,17.1356254030921
"Ctps",19.1558905136817,19.1641748122272,22.1970060383311,19.576004715438,23.2943353165751,18.9325836898717,19.4925931442334,19.4806457663232,19.6750128471444,19.4076786613153,19.3830295609911,19.3191272032255,19.0695434364538,17.9969151297883,19.1985891419845,19.2194458545339,19.6396121250861,19.6327643958648,19.7545369725219,18.7643691876854,20.5170769757655,19.0837559366827,18.7409090125771,19.4755897921514,20.1724830319391,20.0738911019857,19.5793800563604,15.6087923761906,15.539604018659,14.9543370068627,17.2369728527018,14.7829910994212,15.4399911198011,16.5961606102771,17.0293567239591,15.6786850170598,16.6576188212529,15.9923209135051,16.9891324971342,16.75556318755,16.6405547674632,16.9460760816896,17.003103470342,16.377897486961,15.393126169889,15.7339330000021,16.5945590550785,16.3677662115174,16.2463719678756,16.3363613839313,16.5108461742305,16.5733293199296,16.5920651741154,17.1651252520687,16.7602542376659,16.6461912057759
"Ctsd",20.4017735811254,20.0572203275607,18.973050816663,18.1575849558331,19.2278225405719,18.0836761264795,19.8002101374988,20.2120151854259,19.5389104783422,19.5814816282131,20.4880583805438,20.1057777291805,20.8774863232103,19.8576685809531,18.5833195151586,20.7715560315803,19.971139473312,18.9402743538512,19.1722258429834,19.2982430241468,19.636439690808,19.9471666673167,18.5108629344848,20.0033105619493,19.8362552981418,18.677315999109,17.6942378481137,14.5810461380957,16.5781655532159,16.4599611502009,16.5944756003359,15.2906295143769,13.9552232800903,16.4628530074693,14.5198564851895,15.854072825331,16.6028582014223,16.1758466506381,18.0346235939065,16.8865304190169,15.1083695295684,13.7877833322948,17.0077999711844,16.3319276839036,15.6290536614728,14.394853459708,16.7371359491418,16.1319235836487,15.9197672059747,16.9688800502115,15.3482199446593,15.2349990013119,16.4480575266509,17.3465308517926,15.6675351015072,15.6449679133194
"Cttn",20.6848726012046,19.916582610767,20.013225611475,19.9709539746448,19.9587548538424,20.2763918108448,19.860986727554,20.4065097507198,19.375227610821,19.861932821878,20.6167318884095,20.1008402927811,20.3870821612891,20.2228325258594,20.7537350808634,20.5012438651387,20.4516713592943,19.923746462974,20.734908535444,19.9899492996045,19.9812998718494,20.1159436810062,20.3045387937655,20.3168473148437,20.0770162637037,19.8727985344812,20.0657964843866,17.8679176240313,19.1964671200004,18.9312835847484,18.4801828616454,18.9400096837658,18.9177916101174,19.6011282909064,18.0285265488263,18.5445570637133,18.6855863423059,18.2485618929583,18.7329481392319,18.4626493018042,18.2725836191458,18.5056957369316,18.6208047430082,18.2181176323208,18.5879965651837,18.1143663152019,18.679111480293,18.9546520622117,18.3692566704642,18.8324165048296,15.958482595358,18.2817538369911,18.055768638656,18.9098425077801,18.798966449297,18.1293829541133
"Cul1",19.6844657487366,19.4104224032593,19.2642072990358,19.0124365353708,19.5033720631758,19.7162489339734,19.8264200452113,19.58564081343,19.6428622454686,19.1349734787982,19.2850535745194,19.246892431372,19.2392831773223,19.6742647743974,20.1654434548412,19.3202956834463,19.7438904067792,19.4589005170076,19.7272801469584,19.3874813906718,19.43605125616,19.0862440802697,19.4225898978513,19.2526512243167,19.6347619635418,19.7834883258921,19.9481487935334,17.2362980576607,16.7390524353269,17.300106987485,17.303935181179,16.6081283677993,16.361263876369,16.6977216483906,17.0171501323382,16.6471870603548,16.5953613974151,16.5761601614773,14.6870589084753,16.7983830666216,17.1159701125253,16.6976052587466,16.138650267395,16.5373029051834,16.6080753516871,16.496542159455,16.2253812969429,15.9031947206159,16.8786930658881,17.0717314891828,17.2980633521552,16.8123103745131,17.0004856670113,16.7934299586619,17.0943440962601,16.8670096017087
"Cul3",19.0144284894985,19.1474459935741,18.5891541842174,18.6729382150331,18.8993533701469,19.046402049521,18.8048388663368,19.4719539123638,18.8686921582743,18.813594525272,19.3339982422512,19.2014580141599,19.8978368637347,18.6645266605517,18.9580356263313,19.5180892220761,17.9767220055879,19.2280868232486,19.390649479594,19.0015443123101,19.0058611497094,19.0888152705034,19.1749392120271,18.9853502155303,18.2787041678666,18.8574145772766,18.7114207091023,16.7263332139147,15.0426474518186,17.3811738141331,17.6033522968623,18.5888753361761,17.7120005022074,15.5729246044896,17.060458312961,17.5658693231767,17.9747995561226,17.4422324382647,17.299803260606,14.7323236367386,17.2172221685279,17.7458579978665,17.4923074238667,17.0341214076827,17.0504963355058,15.6225264679508,17.113745747544,17.9436340759209,16.9925464513056,17.2827925291526,17.091564799731,16.8867231417595,17.7027612453645,16.8323564873591,17.082012700922,18.3752356256963
"Cul5",16.3023239513166,16.5512445576862,16.3233596651828,16.853640947545,16.5722678037315,16.2420350555242,17.010379165687,14.9715074027876,16.5538366968971,16.8266437424581,16.8355295375101,16.3297194280528,17.1361351082319,16.5349615930844,15.0244212814662,16.9283686335797,17.0065743408054,16.9505704308761,17.0364092438357,16.1125812048744,16.5827119822082,16.8387429612025,16.3982095137921,17.2728126069518,16.6401502919818,16.2385766986314,16.2987532608775,15.0403651751205,13.98223355391,14.5785314815796,14.5228010388396,14.6652232687497,14.3042793176731,14.6352924479232,15.0919122077635,13.7763189434084,14.7165753811572,15.7742550007756,14.9205142704498,14.7109138652605,15.0101250274933,14.2578490290417,14.563199435133,14.5132081425973,15.1959750344434,15.1367443277279,14.7014867042139,14.4499791183414,14.7873731843588,13.9163914490186,14.8388837325557,14.6931381778584,15.3490819612202,14.8569919054294,14.8958268403028,15.0424095170216
"Cyb5a",17.7641586464481,22.0421101567163,18.72928610959,20.1560078287466,18.1020986521209,18.8246678374669,20.9647386232636,18.5337951752254,18.5672279728371,21.227320889828,18.2235130543139,18.3547891018701,20.5404744754423,18.4406822523493,18.9920310707302,18.6471227271371,21.3731105723931,19.8775058576181,21.6787641400967,18.5591064493532,18.4639489574733,19.0735824691861,18.4716743267086,20.0869405486769,21.2081075962829,19.0469410884378,19.0904806684476,15.1363129850883,15.4211161810731,15.6221225718148,15.348872844379,15.1074194100088,15.2575415428116,16.7039174004142,15.4976297854608,15.2323164621214,15.8679972266127,15.5313948309651,16.8960024074179,15.85075749872,15.2074814713763,15.9409933819114,15.5599941477746,15.7375664655035,17.743763530552,15.2787204984713,14.7641704904279,15.2384603379739,16.0212117429352,16.8832603441638,15.7264942477991,15.7481621775722,15.1331951091399,16.5161440707544,16.2859851568218,15.7648529102558
"Cyb5b",18.1800620695336,17.5491299591189,18.3811914962416,17.6040633960987,17.4325433169654,18.2102083768623,18.3527085733993,17.8006535823746,17.7715015933126,17.793497159758,17.8003496761426,17.2246065360096,17.8901080192743,17.5862951076505,17.9911860023217,17.8278833623524,18.2046849833457,17.9009539032564,17.9621316039773,17.9293138269604,18.1027703706241,17.7843302156834,17.8861489202811,17.9979957268291,17.9612668858634,17.3178430759958,18.2227646775273,15.8518150271761,16.2901012862522,16.7911162509011,14.804653647948,15.6354421980642,15.9824746936269,17.1371784792547,16.6624315072606,16.3567467453637,16.4818969654424,16.0765874905208,16.1302984319785,16.2358754537783,16.1976143781724,15.9012131820181,16.1102951909713,16.1197318766387,16.1321398687975,16.2544304784129,16.2749370087785,15.9904562964945,15.6708658190925,16.27561127325,16.3923365573984,15.9687217345894,16.460716351358,16.5505246777375,16.4870339733878,16.7745804808275
"Cyb5r3",22.1483626859106,22.3986215599736,21.3587467448518,21.5218698413757,21.042205740358,21.6760491647002,22.0450790772358,21.8539414944885,21.7670025573074,21.8748868242217,21.7495747504337,21.8479905544445,22.1471553406229,21.75916646001,21.9269128948791,22.4613143668591,21.8876033993124,21.5199224735594,22.3223571307527,21.0737419668331,21.2791739120263,22.0901314729185,21.7347870850785,21.6206456403725,22.0220250949542,21.5835765541747,21.611592532728,20.2576861236315,20.6408333294414,20.7449360191745,20.9371083591037,20.6227464176277,20.9717387739265,21.423848403775,19.7418128812177,20.3400835914016,20.6643664635868,20.9160809581363,20.6890657430573,20.6936110970715,20.36848105583,20.0985694041719,20.5650032244903,20.1550617035996,20.5724156310187,20.6089846494998,20.512129235298,21.0723203936357,20.4866591201513,21.0479421974398,18.5954211469144,19.4939752135432,20.173824398951,20.5145784005655,20.4449952230142,20.3765125215807
"Cyc1",17.5578342554298,17.759665787329,17.5556386650746,17.5435752029631,17.4181548159083,16.4735340264095,17.5899302133434,17.6479814275535,17.6105444428636,17.3870566369107,17.242363019479,17.6543400351477,18.032783494211,17.9159085924173,16.4420037304629,17.7008418335158,17.0016359204168,17.7378447051627,17.1878530837247,18.0458687293475,17.7347727791654,17.9996918415361,16.3073788253427,17.6186844815526,17.3095243823291,17.6294393785694,17.1631437425064,16.5018045036308,16.3375734577674,14.4310936936873,15.0678604891732,15.9673027911503,14.9599282464838,16.58779226374,16.8286107322979,16.3810032945533,15.236534399639,15.2092843332938,15.9776516976994,16.8321484239834,16.4716470741439,16.4044370967962,16.3026616437428,15.9094739322594,15.2443293087512,14.6489611977903,16.6339689082916,15.9704921579263,16.1746579502748,15.7814131715964,16.9792348717552,15.9283948962122,17.0151149465505,16.8847600707859,17.0333777469355,16.7879544554327
"Cycs",19.2225616229749,19.0535253887715,19.3532897400385,18.6032196765654,18.2988988342395,19.3904818428049,19.2605551626825,20.1072854076214,18.9100682463365,18.40649459434,18.4506252970391,19.1679997260268,19.3339147249196,19.2177513504233,18.9133882585165,19.096955906327,19.2273754110264,19.0046821188386,19.4007266882333,18.2547213483411,20.2860219553938,19.5554233045285,18.8166459037711,19.5551234761838,20.615214621861,19.2143602731924,20.1978550901207,16.0866790866305,17.1533770355697,16.839784518725,16.6678212180159,16.4422323296465,15.1347790180673,16.880702349374,15.8019268756229,17.6687320686403,15.2158634564769,16.2346496915854,16.1116321315074,15.6166332844708,15.770126227665,15.5093550835177,15.960484050204,14.8215388739904,15.2713723059595,15.5762498994569,15.1179844538495,17.0502088833497,15.1483572869175,16.1000373932936,15.9201595492742,14.7616263156246,17.3195085280676,16.2331260246118,16.1572924848588,18.0407960697731
"Cyrib",19.5923595637863,19.3066540364505,19.2537178221315,19.0049881846128,18.1489195813525,17.3576770553258,17.3586826770571,18.133248854729,18.9076131473766,19.5695364610466,19.3481202138871,19.4325904227616,18.6049467860626,19.2085696319444,17.60396284839,19.0738280026432,16.7623445439558,19.0176353964932,18.0823088856589,16.2963722433505,18.0872164367334,18.6317888406613,18.1647173705189,19.072436246167,19.4532657890081,18.2211226214996,18.0508807215235,17.3620573377131,17.2068020878723,15.6040335819219,16.5166845033361,16.2005098248311,15.4597015540614,16.4827515191773,16.3119614704842,15.8035692746994,16.6497216294077,16.0903121028373,17.2319978244269,17.0713795493737,16.5176995682789,16.8654366840473,17.1445600721482,15.232072597038,14.5492678097191,14.7682090205743,17.1488447969532,16.6960292504576,16.0155346045997,14.9025560357749,16.0535979960712,15.7351388758416,17.0504027430716,17.875086601391,16.1777161805251,16.3432064641041
"Dab2",19.1839576728696,18.9574382179484,18.9730237992045,18.4756833686564,19.0918207109755,19.3546334736024,19.307375632401,19.2829739942649,19.0312648182408,18.503670270588,19.0583121711091,19.6322871500072,19.2026992495649,18.7939283164275,19.6303195590635,19.0258432421023,18.9240334748371,19.0909767580629,18.8005339897977,19.416100750163,18.7365385033704,18.0684944151402,18.846224503086,18.8691397222439,19.3626292850165,18.9919312907664,19.108753589446,15.6394054586844,16.4660948181463,15.7097792821232,16.3912033726677,15.4599309399799,16.9526960239597,15.4425847706487,15.5123826107111,15.920097137823,15.1785029609956,16.6322869850149,14.476173001039,15.8162233902078,15.8500150408226,15.7320934972663,13.8213915273826,15.6675492251446,15.5681964794531,15.8371352949914,14.3991380935566,16.5153937767477,16.038419849571,16.5318894069609,15.1628556398131,14.7547789661957,16.0908502080758,15.4380797766826,15.2303043092773,14.8124051428977
"Dad1",18.3409137764266,19.1542585965506,18.5604317751644,18.8689278816019,18.0195584306273,18.6483769092572,18.6287000137625,17.7013765651642,19.2468992252575,18.7148122910015,18.4538192866428,18.5463084740707,18.05366492225,18.8840440008745,18.5976634403821,19.2365500742893,19.0235637059498,18.2220968121112,18.7626810350929,17.3659814767226,18.4237244769135,18.0803959396974,18.3476696503239,17.6301093780128,17.8422085348049,18.3281097458454,18.9567164675134,16.8547878648254,14.5628563467268,16.3250849106203,17.0702092707675,16.8963241768557,16.0587885018595,16.4410814585167,16.3611833570729,15.6674963418652,14.811205906584,16.6720390298869,15.8339029994043,16.7168676059011,16.9894303251639,16.6078379739961,14.7163237552534,17.1402207068524,15.3924495734197,16.6283470241336,17.2807665404245,16.9707690438726,15.4653898864809,17.0256684882233,16.9767123529863,14.6620724047361,15.3930807142188,16.6673537261558,16.6191804209243,16.2564026908967
