"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Rab2a",19.8836250000017,19.9374471923015,20.198829427134,20.0435344556878,19.9482016214275,20.4214486317827,19.9539567326968,20.2528384618217,19.7204026078918,20.0167157161611,20.0962328580309,19.9498137752777,19.9161044283898,19.865379262671,19.9728156435373,20.0778135350057,20.1141010300302,19.5882590834941,19.9966077371896,19.6888994075815,19.8366881227453,20.1155223816248,20.0773684331367,19.6493088424515,19.8682265509544,20.1402781212346,20.0561521716489
"Rab31",18.4432915346338,17.6470621218838,14.7523793142708,17.5882324458241,16.7718685615498,17.3463146037046,17.3640525648298,15.199506757792,17.4706312388031,17.6780822255885,16.8160865031492,18.1100096354611,16.1577462796769,16.7935301248381,17.4461894723265,17.7094013766228,17.0778850451665,17.8175090105642,17.680491968972,17.2164870217854,17.7319636305027,16.3470056217182,16.7708200457271,18.0496752481827,14.6077353068885,16.8055076115424,16.4434257217144
"Rab32",15.0459273054473,18.2221218112211,15.8430676153492,18.1285022805626,18.2417494821723,15.2700657547313,17.5471051742956,18.4939670103839,16.3213770964807,15.5109403330124,16.1554067401169,16.2256756887008,16.1986609518719,15.4440108502959,16.3826802445735,17.8119761502868,15.1762245213849,17.8836044778663,16.3387488099512,18.4545685176141,15.5493476739929,16.6752248625333,15.6119767828481,17.9405432455755,16.3429212435824,16.9688242762928,16.0014982397405
"Rab33b",20.8720152795595,20.7873964916577,21.0140428391542,20.6696958584131,20.4352385642163,16.332352670904,20.5763082840465,20.7208763691381,20.4928954278548,20.5630527230815,21.1124070854559,20.691480168876,21.1069869046949,20.295699488038,15.8792672342465,20.6633771658072,20.7749800955777,20.290265414806,20.6750309730551,20.3159960732824,20.4904011513185,20.8900637186503,15.0068375704732,20.3837453215228,20.5657276044351,20.5619447295533,20.7026379520734
"Rab34",18.6732870704621,18.4940117304925,18.5646241501786,18.6299618916763,18.5761955320887,18.4995660713301,18.0858955172184,18.0764656717351,18.6604282408263,18.1844752330168,19.2787987566309,19.1775473598731,18.4973587204145,18.6940734398333,18.0131570410959,18.6956093739833,18.8871682614568,18.5190386738091,18.5254710120623,18.4531291308046,18.7361041855223,18.8349215008542,18.6418232235046,18.4092367652706,18.7380936906872,18.9976349715486,18.6210038524292
"Rab35",17.6182298663524,17.8590840445911,17.608364940135,17.1776873851082,17.0708130595012,17.410468817739,16.9789521096151,17.0461018245654,17.2322764809067,17.0154770949863,17.7764027637746,17.4619528931443,17.1687208192034,16.682230268864,18.0061099899678,17.0569436234318,17.3004465500219,18.2973142413005,17.358059533426,17.1804608401304,17.1534064356612,17.3879229707041,17.6003624317362,17.1223071911529,17.1201790834485,17.190059454034,17.1686439428123
"Rab3gap1",16.9567444929999,17.5825245445414,17.1891821840417,17.0212864769594,16.6391453708892,15.5736292267056,16.9647327856267,16.8656276422739,17.261729729949,17.4365280446761,17.4435717700992,17.3703420400551,17.5607857527102,16.6997581762032,16.9467892317912,17.0392154754468,17.3309857042806,17.4108002512974,17.1304545696056,16.7066151599637,16.8841452168304,17.5181592777013,16.6570460624856,16.4362836485696,17.0881690965359,16.3444695110396,16.9888578558244
"Rab3gap2",16.7670364278505,17.2767729845996,17.4130295603988,15.1774787487335,15.2162655019716,15.7955242333877,17.5474804520155,16.6480989742681,16.5615268501345,17.3909737329986,17.1009489717049,17.4585883051807,16.9082559410887,16.5206952878403,17.1500189587279,16.7444677838852,17.2341933743653,16.1959805850874,16.9394719686273,15.4849521321837,16.966493063639,17.2862465072417,17.0034644475818,16.5196912669388,17.0667981196899,17.0185138953266,17.1458945748941
"Rab5a",17.6636360501971,17.3826946477489,17.7916947521515,17.2060682579957,17.6807322872344,17.356228947973,17.6393284978178,17.280076095614,15.8251199845123,16.9966618751705,17.5386602887243,17.2360197920501,18.0845184702799,16.6091397313704,18.3427995917378,18.4300526185873,17.4995900823516,17.8626500980608,17.3613396666134,16.3813773403407,15.5185134907617,16.3941672547601,17.2158503856225,16.0295031627174,17.9603915281039,17.7488512539447,16.2599348105554
"Rab5b",17.3237438036602,17.2539379904357,16.9116693089745,16.8944295188841,15.3459211350782,16.3946398388569,16.9485681777655,16.7505023183517,17.2020695774471,17.1023466205269,17.8346060559569,17.0727823155688,17.2071754570581,17.0564401159515,16.5827788138704,16.9871163798742,17.4064351295495,16.7200101270283,17.1290872714512,16.0197275604642,16.3789949027913,16.9208021758486,16.7100743887864,17.0248644131035,16.8376029530528,17.0331471656937,17.2871769684998
"Rab5c",20.0572716982623,20.4236729149616,19.8852432117246,20.395970999734,19.764287852263,19.5313751355737,20.5414960173584,20.4397830089114,20.1511613542033,20.219255360367,20.5925028838788,20.679937266313,20.3095640268435,19.8400338851579,20.0696266871215,20.4663994943953,20.5102643425275,20.0841254364742,20.6183490267023,19.7723935096146,20.3731670125355,20.3341538140066,19.7242737405497,19.8538904025527,20.2004312196861,19.7904142495431,20.4091960013875
"Rab6a",19.1487667158509,19.181695014881,18.9040425285292,18.5445672183379,18.6374709045953,18.3157106655828,18.1190496718345,18.9100471675008,18.6151554407128,18.9280130040463,18.7399263863098,19.0248567708376,19.4636818080252,18.9294981844636,18.4248358300494,19.4614248993618,19.6285285503242,18.7978991321114,19.3144394020383,17.8905303966379,18.6559732427932,19.0062686517916,18.1413878760795,18.4264793235487,19.100995044622,18.9766984148718,18.5840822630075
"Rab7",21.2953960694953,21.1582814688225,21.0969876123798,21.0925602725808,21.3719308328582,20.8257487422887,20.9549488822383,21.3848209181047,21.4504384159866,21.3032279189949,21.6143144763875,21.5311018438211,21.6109161069174,21.1327385345797,20.7166636346941,21.4901732973953,21.1702414106938,21.1078192655249,21.4303839617543,21.0358688500422,21.137023575585,21.3090865278431,20.588117565271,21.3136097077222,21.3370353790306,21.1615270969593,21.4498163737944
"Rab8a",16.1360758192391,15.4212793573566,15.8938551486094,15.9555719090415,16.0357474694175,15.626951994627,15.622363375499,16.0876578136139,16.725779425624,15.8455221861772,16.282633120885,15.5650206166202,15.1731425114153,16.0546023641572,16.0607921157056,16.2916222076769,16.2804180396505,16.2986477761517,15.8340896307727,16.2410196696176,16.2534382142303,16.1064664521296,16.453532634437,16.042671790237,15.9423238480309,15.6256528468035,15.8030827343895
"Rab8b",15.956211024918,16.0655503345775,16.5948850155288,16.8491987513953,16.7963074931252,16.5514600222953,15.7172599211436,16.4664285718573,16.314868666513,16.3532175222793,16.6602322041949,16.827750527501,16.3518952306463,16.4599250360161,17.1710333324703,16.1272562093103,16.8239575722163,16.6780525172302,16.6027148781596,16.9609107361672,16.5473989656364,16.3952322108015,16.4333542361198,16.9531168915689,16.3990273046767,16.7017335282103,16.7342645446444
"Rab9",16.3238498564811,15.4903175906767,16.1523654770741,15.6670478043451,16.7545367607423,16.4201808137709,15.6339087109053,16.3162435361941,16.0347989348648,16.0059919584255,16.2097133602715,15.7937114459596,16.7568884588033,16.1379256363711,15.3501250943276,15.8516212313909,15.6140737883305,16.1467176958417,16.2367149147972,16.1328195649013,16.4611171259656,15.7126082853422,15.8266412722218,16.1184829361649,15.7767483563038,15.5480968009412,15.9203670915165
"Rabep1",16.1119527217875,16.0880467489146,13.9522796518489,15.4723523294876,15.638354361345,16.0120373380324,15.9766671002648,15.1270421722431,16.0637584830039,16.3093551540541,15.9795984610632,15.8334877759755,15.9619641486452,14.5140056630925,16.4372096572141,15.9801969822929,16.0666088486821,16.0406872858036,16.3013368083531,16.3129717762287,15.525969991262,14.652482177425,16.0462025951766,15.7507297694958,15.8957644006836,14.7545208467765,15.9926904810189
"Rabep2",15.8573310831119,14.9935921834597,15.1091219018692,15.5150953984979,15.0055458222354,15.417459296103,15.145719357125,15.207236509891,15.2633875678187,14.8227755711078,14.6410245390138,15.1279567028622,15.3760380169206,14.772961952049,15.845587410442,15.178733002237,15.2285341476095,15.2062986694036,15.4528614937406,15.047609313341,15.6066133306572,15.314295003343,16.1313511666332,15.572300335699,14.932686743132,15.1201280935052,15.5096553676937
"Rabgap1",14.8965876141299,18.1695895127953,15.6507315829794,17.9084034869851,16.9077005405556,15.114709846352,17.7148312936052,16.9257736249889,16.4960946288331,17.959948080667,16.13590796458,16.7037037549656,18.1468323164253,16.6594701291931,15.8766078912182,18.1288461532944,17.8596048152425,17.8789924068823,17.6730486926267,16.7562092187822,15.6806079525704,18.1644682815092,16.3163178767424,17.5173548149391,17.815057722191,16.8736087475968,17.9924599355677
"Rabgef1",19.3384760591817,20.8107192455553,20.0835347088839,17.5019583996748,16.2161205448547,20.7742983999477,17.2797502726351,13.9603384889177,13.9563935148224,17.3458396856461,20.5324459500535,13.7250056239261,18.0511445244157,16.8823630433787,20.1245471780802,14.0402235192312,21.4032538124115,15.0149174137149,14.4751062275075,20.6041832490347,14.2701035248252,21.1328816167495,20.19511852915,16.1084540855327,20.8069038510015,14.1497200826114,14.346684693915
"Rabif",16.5223974432669,14.1525368746079,15.8315281541211,16.1058953831107,16.1079492492126,16.7315215382361,15.8885824775983,15.7336462483302,16.3113045781017,15.3551746918457,15.2495493117272,15.178023026746,15.4496600681522,14.6442610166649,16.0538206062514,16.1618255021225,14.9906093798432,15.6648263981711,15.9263449278581,16.0672784529883,15.7759903906595,14.7032108351674,16.3298809957315,14.8501172271357,14.1312896119234,16.7108984769744,15.78304849572
"Rac1",19.6605126724594,19.6011344408921,19.5530898065771,19.4343908988871,19.5781904032598,19.48338724692,19.3468228182906,19.6587331929629,20.1937596707224,19.3622803317659,19.9668874866981,19.6612376405817,19.7830048103707,19.3882429382134,19.006430481157,19.7795674341433,19.5353226597927,19.5533638089573,19.7517827433266,19.7293128679933,19.6973991381206,19.9058053366101,19.7225373183999,19.562020174329,19.9101740134835,19.8130670573107,19.688969556887
"Rack1",22.0541829293013,22.3058049522445,22.4965578305558,22.5746349163886,22.6160527189726,22.4685616919725,22.5338175346098,22.2028026534901,22.4029555341923,22.5199285438508,22.0364120924465,22.3855294238244,22.2241870402463,22.3255315213993,22.5911747989549,22.2559249822166,22.3215355189741,22.4119342453248,22.1804948284882,22.358240340878,22.4641489342989,22.1029353590703,22.2727648136977,22.3993233504517,22.1501741352476,22.5238630415999,22.6668736929567
"Rad21",16.45695851966,17.0253889191744,16.5890773196432,17.5850497062342,16.9153075444911,17.0426940935072,16.9789224325883,16.4867781961011,18.1922869352604,16.9714658943984,16.6343618045433,17.0579346132892,16.8892707920401,16.7017406493331,16.3982314844571,16.7992492671525,16.3416292129913,17.4309807227407,17.1152310180404,18.179159496927,17.339122930491,16.7885185768114,17.1577113216927,18.8752679725097,17.0463679419316,18.0307922595656,17.435390784405
"Rad23a",15.086889165116,14.9911306142898,14.8148426396742,15.6348753353353,16.1864427969648,15.3378518379992,14.9130197935195,14.4124144227964,15.0173080454174,15.2298114755793,15.8396706691895,15.7862379276306,15.1826906597625,15.2656415164979,16.1621805401194,15.4797598050704,15.2134776918115,15.3297412580635,14.4933620860873,15.5657833162865,14.7794684122817,15.5084946371935,15.209987812674,16.3648793254718,16.022529281572,15.4063660411637,16.2284647433843
"Rad23b",18.6771806764472,19.9020762093471,19.9118468712743,19.9186131760444,19.8796757977596,19.0086068756871,19.7149903359357,19.7747439934278,19.8285614968996,19.9905065628898,19.6881486606569,19.8247998273638,19.5337870628827,19.3680282612044,19.4981477729174,19.747033039691,19.6955276720275,19.6992164258611,20.1879078169281,19.6100714347064,19.7100296077464,19.9031060714223,19.2964839917885,19.9887832555442,19.6329439104083,19.8452207364402,19.9464821667535
"Rae1",17.2603163124106,16.3701576507099,16.6350456471305,16.9229647462519,16.8875483018759,16.5877565543442,16.7852409489402,16.8447454092693,16.2549964129277,16.8816128353286,16.3896961196028,16.9858516196814,16.3578183315334,16.5724886002903,16.5105666147822,16.3000456600419,16.3449214049423,16.8903312176238,16.2368648081151,16.5739038401283,16.8108737668149,16.831921291097,16.8612980062837,16.7469044008392,16.3832286804125,16.6756954744043,16.5094298155824
"Rai14",18.7952454373146,19.492506711936,18.2012692058918,18.0677824556969,18.4837485317565,18.5693276160729,19.0087530384147,19.1219423427277,19.1043003117692,18.8768720825183,19.2714482200546,19.2060199270152,18.7151101975984,19.3325591033082,19.2583359867741,19.9003268539388,18.585321511106,18.8146416162883,19.1055014682469,18.2900626437474,18.2920449792271,18.4069399888257,18.6580527656964,18.916817477736,18.8263317333523,18.3346925051798,18.5777341433774
"Rala",18.3015464977924,17.7681251908458,17.9627985764449,17.7879661752078,17.7820198838687,17.8642630709571,17.7380660273069,17.9528917541197,17.7397484839292,17.9107686391757,18.2444959705852,18.0792654559996,18.1012410164819,18.2555698125521,18.5142439617715,17.7135911740927,18.0944208318267,17.7328403545668,17.9056499174009,17.8833993415068,18.1162017342459,17.5092431395927,17.8366242583335,18.0052915931912,18.0016919532508,17.8592219429986,18.2197146479489
"Ralb",17.1777573408931,16.233059468405,17.3203715100145,16.7578492913894,16.3874778806959,16.5093104629934,16.6499963662335,16.3992756361337,17.0030815049126,16.4995419135617,17.5104563722988,16.6931440831425,17.3966627423317,16.3486881241285,16.5107491909931,16.4675318090516,16.0738065182485,16.5367461959114,15.4070805304031,15.697430641704,17.1237469313211,16.7344975823892,16.6813139826742,16.8177695062972,17.0180652819858,16.8176537717442,16.3730149628885
"Raly",20.710433276934,20.6154905047112,20.6440665308844,21.0944865146377,20.8980251905949,20.8936053460076,20.6886003273394,20.6522311547681,20.7172443868109,20.9720071500685,20.4011537853109,20.8291391551198,20.24611780404,20.7356846511245,20.3738602412401,20.4237530778608,20.7578772390192,21.0983659940582,20.4561335038401,20.7598647324274,21.1377979314102,19.959968544339,20.8285870893937,20.5700067635707,20.5781851500355,20.7871910971491,20.9023452705762
"Ran",21.5919027527857,22.0945703486845,21.9637022407475,22.6838803311452,22.8136000432255,22.4600192881199,22.7858879041323,22.6031166626474,22.6948940064268,22.2737554630208,22.3312484931226,22.6054848284137,22.0758807453908,21.8799755811737,22.2578370139794,22.0851707427274,22.2951453560442,22.752773716358,22.4541009991943,22.7580111285033,22.6528705880356,22.301781582411,22.1820938415629,22.543710449061,22.3164054862983,22.6707780753498,22.8020926920973
"Ranbp1",20.3523155054978,20.4480080126161,20.2908105069966,20.9754091219142,20.5712575355717,20.5725298310887,19.9822679772846,20.536497755178,20.8918770634857,20.1390433784042,20.3544174356322,20.5567003897765,19.8741407487437,20.0013560714261,20.8451995286258,19.8434860267249,20.2246322987732,20.7641760058642,20.2976693064529,20.1039146328166,20.9171869887851,20.3279254116592,21.086945353223,20.7209054205108,20.6874852706514,20.4757404825254,19.8222937937077
"Ranbp2",19.914092200119,19.6982616122603,19.9910705233686,20.1068647469333,20.0574502739017,19.7274173281769,20.1259211571751,19.9497435340423,20.0979485401869,19.6079689770876,19.6835402958725,19.8183919001198,19.9573711840027,20.264966971311,19.8300654453733,19.5618511872786,19.588496386066,20.3355570369562,19.6946262320261,20.3210254455355,19.8613747264848,20.0310693716712,19.5307658967939,20.1420865825189,20.0446804811805,19.7877078194843,19.9069336098893
"Ranbp3",17.3385091017123,17.0120361204416,17.0257107529999,17.599096334267,17.9592940042564,17.0195960637998,17.1383530836205,17.5037396532265,16.8175197944539,17.3971258928362,16.9253938699008,17.7411058211485,17.0208984741059,17.1271143514296,17.3298293503087,17.5766981499233,17.4203308812168,18.0105424360823,17.208533709785,17.7019367479469,17.6250917279897,17.5267977491552,17.6749977746072,17.8581876458023,17.1233086758155,17.3451414365964,17.539155608246
"Rangap1",18.6994248527077,19.3901272235797,19.9296161910122,19.8812585717962,19.200188817478,19.1017478732049,19.8517640787971,19.7815093161299,19.963482575121,19.3959000457866,19.3674470119031,19.253190417276,19.2489691267282,18.75326879215,19.2033044236827,17.972165421283,18.8832421585217,19.8376469238889,19.8587312505171,20.1248616841513,19.6112683908817,19.902396758881,19.5001806100645,19.4288489037325,19.964764783657,19.6510952878229,19.4117757302917
"Rap1b",20.2125420662062,19.8554218852248,19.9346962728477,19.7603960099892,19.5498576142468,20.0887612642848,19.7204108945907,19.7059501115097,19.6763787268472,19.9020360027154,20.2386150104862,19.8649947377286,20.0794330105016,20.1440039793271,19.9440848946646,19.8235047752826,20.2630697937868,19.661954158249,20.0434977539012,20.2901423652148,19.84540808715,19.7652507705968,20.317159628447,20.24755385429,20.0241039334261,20.1083709624497,20.1120392942719
"Rap1gds1",18.288571717197,17.654661253048,18.1011526744278,17.2104174503062,17.9212630739196,17.4007565454385,17.2240794606313,17.8122169421704,15.5340252698787,17.3260302643624,18.0227036416637,17.4245324809486,17.9488339300691,16.9899906806848,17.8430121742646,18.1203844398154,17.8498948319114,17.9287369666281,17.8346905196267,17.3464755965189,17.6746916398239,18.0111572422209,18.188456543438,16.3449072812354,18.0302952707009,17.9831750512982,17.7077126844641
"Rap2b",15.6018124030471,16.178185519413,15.6536098514267,15.7560688325527,15.3586740292796,15.1577138982303,16.416540049192,15.7687686162455,15.9415582223864,15.4683861074956,15.3094690048891,15.6420526891848,14.812069850805,15.3366533408535,15.5798464043936,15.2855322827125,16.4229374007903,15.41031790382,16.6130690816602,15.3777345893607,15.4539029771273,14.6853055573975,15.4918993611836,15.3008058515632,16.0312185585938,15.2352517737401,14.7950079003103
"Rars",20.7855544912346,20.3994132271352,20.9242238765697,20.382271821355,20.6580358758559,20.4455563655241,20.6598050597976,20.8581703878002,20.4382225640767,20.1386831226977,20.2961227166327,20.0732710474677,20.0848559395647,20.0134552782811,20.3929525685644,20.3889585047692,20.0659551202854,20.3532137592518,19.9381153684141,20.8682943229065,19.8438184036094,20.7253990476179,20.1756044114259,19.9069072045907,20.4225517810171,20.1365903378176,20.0422140960576
"Raver1",14.8743287956535,14.901376062268,14.6638706713241,16.4811800999363,15.085880675568,15.7922291560771,14.89284494089,14.7309058859234,15.013459310336,15.1440268456692,13.8094330979755,14.2915793758024,14.0797631477404,15.4545470073024,15.4334881424838,14.3340267894862,15.8549963438204,15.4722209078417,15.181266013837,15.2619681463119,15.2473610997785,14.9228035024208,15.5721830275977,16.1969537076384,15.9325132905265,15.0948576930259,15.2652081005685
"Rbbp4",17.6379315073643,18.1419135738485,18.562502286167,18.8982391686323,18.7583318579355,18.0261761823352,18.8175184997635,17.6834928630299,18.5550942222313,18.4596634785743,18.1062079134004,19.0220289752351,18.2709166800523,18.5747434077154,18.2368046954975,17.1128906973775,18.081302655662,18.5554361361216,18.3672730314733,18.2548264875731,18.0888006604844,18.4732715649947,18.502182516774,18.6029398529539,19.222394666249,19.0338658189934,17.790573620203
"Rbbp7",20.7453392073992,20.4667181065128,21.0257406206794,20.8673683187258,21.217091934103,20.6976146786605,20.7774836211425,20.836553826093,21.085509946433,20.6922791463422,20.3492701414991,21.1761137582631,20.3834632948485,20.5605156485335,20.1774057377667,20.1095747194192,20.6262140516991,20.9949962461039,20.7666666341285,20.9668875122589,21.0251372828534,20.7630623086305,21.0867135064236,20.9501025723351,21.1159038797413,21.3218354750868,20.9416214591378
"Rbfox2",14.9641592268277,15.4551494535319,15.0780605567959,19.0171884897803,15.7219830628549,14.9378302130293,19.7089126309154,15.4079924979916,15.806677588589,15.5028710213228,14.9139172208446,15.2265831615943,14.4583593924231,15.2767118907494,14.7031091003941,18.3851872144727,19.2705399428968,20.4288068348261,14.8161114890437,16.6267014872041,15.378490870332,15.3468004622287,14.9090356811577,16.9693599225591,14.9436536852212,15.3256751653336,15.5709376444985
"Rbm10",14.7796396025058,16.3618391776752,15.927020484538,16.5369094055231,16.7072594129023,16.4655542910896,14.9610781185908,15.6335226260472,15.3469726143076,16.5448417289738,15.2355537519588,16.0253948629222,15.304823823148,16.3373829384579,14.3516713643223,15.0485384570496,16.1657281764026,15.5602124354997,16.3807419991728,15.0259476750484,15.807199891719,16.0507506897193,15.9074356292737,15.8248652185542,15.2607746597477,15.2653683885846,14.2493961915322
"Rbm14",18.8988050238026,18.7976301338163,18.1830315375696,19.1948811467995,19.0446477122887,18.8272755046622,18.7955602849184,18.9020684350041,18.8703222530594,18.9785780717533,18.6890102263827,18.4948762004615,18.6137291285012,19.1301899512003,18.6181731419256,18.413825561621,18.6077083369616,19.1118631189161,18.7944032164392,19.0706112091609,18.3540645418456,18.3306061026411,18.9156636756893,18.989871435532,18.4499948897604,18.7198366065534,18.8317039707518
"Rbm17",16.5868699448062,15.9669157218673,16.7106279898022,16.4757033605981,16.6256797248132,16.813356575519,16.5169795540407,15.8114775287002,16.6981650326083,16.1462403167709,15.7479164163623,16.7016486493984,15.6912529056302,17.1434147400927,16.6551726615439,17.0014004032675,16.0539404965695,16.805036574922,16.7619677988676,17.2876603777635,17.5113851061251,16.1631182724228,16.6781748888739,16.5697452337576,15.9990237987715,16.6871962477156,16.6956023921402
"Rbm25",17.1357122649434,16.5182970662735,17.5496646641908,16.0289083018003,17.3274785080726,17.0039055922631,17.0887099436578,17.4301099543674,18.6584417354361,16.5043747641144,17.737068613461,15.6123181617145,17.0155461340626,15.8039398127965,16.9226803811236,15.1007049972739,16.4795735976441,15.9300575913943,17.2454433948568,17.8702533558444,16.0641563493226,15.6772163542397,17.5432575335436,15.6891109323935,16.2081368904452,17.4422910276976,16.0968562330666
"Rbm26",15.0794217264012,14.9540448470476,14.9659777826716,15.3507930010599,15.2394745163573,15.3164883418114,15.2062408743788,14.9065203583038,14.6229543141042,14.3781303418954,14.8640537627246,14.9165175462669,15.1851457280159,15.2180834044092,14.9698579416438,15.2311613020891,15.0098862131187,15.0182063648711,14.8094971815751,15.1857315281155,15.0778693120702,15.0922696891664,15.6093003505534,15.0040806049213,14.8676166268604,15.0591317259942,14.999458740599
"Rbm28",17.2524538614176,17.6851421531662,17.9524985708364,17.8758329376524,17.8236355805973,17.3007761792529,17.7733102437587,17.6867113406338,18.1212311435684,17.8463292253857,17.9994392380333,18.2761822809913,17.41922145689,17.8360613433711,17.8404885433606,17.4223352939212,17.6995172948843,18.6771089308048,17.2218560911366,18.6316284393642,17.9682372261628,16.3966923685859,17.0183592371227,17.9979469963082,18.2449229840921,18.597019624269,18.2131879679991
"Rbm3",18.078684533611,17.7866039882564,17.6943427419661,18.0829845055036,19.2610641075264,19.0254996639255,18.3183577613412,18.359480386768,17.7998599733397,18.1914213520517,17.9105396779642,17.4764974224412,18.2113215680158,18.7616722160552,17.7556154649763,18.2801649905477,18.4769158106084,18.2776758740796,18.2953893961163,18.4782719248546,18.3625214141494,17.6180727416254,18.4684951997454,18.1624763291083,17.31640305018,18.2501866837285,17.8959074829389
"Rbm34",15.3630880586631,14.4142828428033,15.2708045018196,15.8948390770538,15.5526871726001,16.2689349244723,15.5019602063182,15.0672021242172,15.4789121282461,15.1716600794823,15.2275102253997,15.3388039878703,14.6027259073046,15.5335025348661,16.0020896480256,14.7501722215153,16.3775895117065,15.8599414133961,14.7807589083897,16.5164553651301,15.7244051739632,15.0852007879571,15.7217567659606,15.1678523191105,15.5062523655752,16.1787548188858,15.6740620516484
"Rbm39",19.8025287111076,19.2178707614601,18.8440863793622,19.3919665594161,19.7742745679553,19.9014032321335,19.4221909547039,19.6487031000512,19.526802438232,19.6222150192556,19.0638420170411,19.3016112159357,18.6688199298602,19.6441689143537,19.2388722423998,18.8762316890215,19.398173817044,19.324801293576,19.2347559708765,19.6805265931112,19.7249778702111,19.3647111222974,19.8458811329609,19.3649883592048,19.3114187286233,19.79249319907,19.1755994661768
"Rbm4",16.3691681230933,16.6241320024414,15.9454919329442,16.1088767746477,15.8425734700198,15.9593778011551,15.6693048372543,16.1102133689222,16.0111955918169,16.304241486317,15.8732447558121,15.7842170217529,15.6599508624086,15.9267517631307,16.2681487355382,15.8254339066935,16.2188218840489,16.0006306441881,16.5394226060362,15.9795756772045,15.9795057789971,16.2336510017561,16.7373777746486,15.9883228584855,16.1572564878902,16.132958042324,16.3261669346413
"Rbms1",17.5251930700742,17.454280537322,17.6904938634014,17.9629457415159,17.4507430769267,17.4871045667135,17.2001777112186,17.5840714009223,17.1555733205597,17.7865985718865,17.4091337337196,17.4322921256547,17.6515848703288,17.8011366756817,17.5458412000565,17.3840410728931,17.4418374806576,17.2310565756975,17.2009990047992,17.5348599194557,17.6503147735744,17.2768779415755,17.6018013306717,17.4579697081847,17.5525968726269,17.6723112672854,17.3302137370314
"Rbms2",16.0479415778517,18.725160102907,19.4588088199246,19.1519360788155,18.5745174127894,16.3075811580656,19.3824894093528,18.9519944403527,17.4435617897438,18.8699097733296,18.3029809209351,17.4043635864785,18.3807431033076,17.0576877932568,16.5599182054313,18.3468442174936,17.4280171628789,17.2395230192456,17.1572935686435,16.9751301090992,17.6772496495343,17.1003399508919,16.2797180526662,17.3824937631009,19.0235685982805,17.3049572778144,18.1885121137839
"Rbmxl1",21.2292075612679,21.0292887209567,21.2256972275794,21.311960658345,21.4062923718339,21.7285569627589,20.967055116525,21.007147449972,21.0350370434611,21.1801002260394,20.9775223529084,20.9379178356678,20.9301222091757,21.1315722701028,21.4444726548954,20.878674958209,21.0724758628547,21.1956402677531,21.4497947639494,21.2638674382495,20.8533142681032,20.7503489050412,21.6978421849894,21.1175919257617,21.002053548213,21.0303622556494,20.9942762005533
"Rbpms",16.2489201913623,15.9845123813649,16.2609268025955,15.8998579330034,15.9150296657219,16.3195638447405,16.9358966242256,15.6344406252846,15.2714295775714,16.4052409126365,15.8963336122162,15.5771184855597,16.5912352354688,15.8752482250125,16.4491363314056,15.9550440331039,15.0336756441031,15.852518804223,15.0941766824703,16.1348156881319,15.6454830709581,16.6030586875751,16.5691964052915,15.6219590265906,14.6674657570592,15.8983233841709,15.7477082141618
"Rbx1",18.6022787209405,18.4969943481762,18.3379454326047,18.4183178436804,18.3088419232837,18.283328371972,18.5850338295448,18.5154358336788,18.4238513204741,18.6048278741074,18.4084256275496,18.1945076885216,18.1039175629404,18.1774132606311,18.5232741815599,18.3857164828327,18.538217821929,18.4023773172185,18.678549945508,18.3953966385312,18.7023525334452,18.1710285003484,18.6422726839159,18.3138919339491,18.2138572764539,18.3310350603508,18.493851624019
"Rcc1",17.919072906559,18.9314575001074,18.1679409066826,19.5782613077994,18.6567456046029,17.3348017993593,19.5167840186426,19.2401825906435,19.4117284541941,18.9623842019212,19.2152412791393,19.2018882262993,18.0464838650254,18.4017109311001,16.8838193782536,19.020977642933,19.2741004517722,19.5531488831253,19.4573320067644,18.9017206033424,19.3152973721146,18.9387360588141,18.4554317026809,19.8766544524113,18.9763391533289,18.7799916889227,19.5757765342539
"Rcc2",19.7049359933357,18.5751209378077,18.6015368596084,18.8323029844829,19.5110382692871,19.5289490987054,19.4875306615848,19.1447004503361,18.8440240498697,18.6790423350876,18.5907073510338,18.6674857853908,18.3242481733558,18.9196626283816,17.9681701347708,18.1406478200982,18.3224824515668,19.0693483718644,18.4079186045355,18.8064416851299,18.0564359136434,18.2672453301935,19.3610127335261,18.5033315407425,18.6914099682982,19.0725339307773,19.0220088770587
"Rcn1",19.0403129747051,19.6883345827617,19.6190772629671,19.5554521100774,18.9507746844907,18.9254435306866,18.5523688629659,19.394576913804,19.286686343401,19.1931731987304,19.6916570953964,19.4190289453374,19.5348772038755,19.7770870244188,18.6433231237285,19.8534692675851,18.9186771460384,19.2488549108559,19.0528416216568,19.2281402001416,19.1189244359675,20.0901578862124,19.6236834897428,19.0324934090186,18.8890464920112,18.8840740328384,18.8378554713138
